year,state,agencyName,q01,q02,q03,q04,population
2010,Illinois,Oak Forest,0,0,0,0,27339
2011,Illinois,Oak Forest,0,0,0,0,28046
2012,Illinois,Oak Forest,0,1,0,0,"28,097"
2013,Illinois,Oak Forest,0,0,0,0,28211
2014,Illinois,Oak Forest,0,0,0,0,28252
2015,Illinois,Oak Forest,0,1,0,0,28222
2016,Illinois,Oak Forest,0,0,0,0,28088
2010,Kentucky,Oak Grove,1,0,1,0,9673
2010,Missouri,Oak Grove,0,0,0,0,7154
2011,Kentucky,Oak Grove,1,1,0,0,7541
2011,Missouri,Oak Grove,0,0,0,0,7823
2012,Kentucky,Oak Grove,0,0,0,0,"7,469"
2012,Missouri,Oak Grove,0,0,0,0,"7,834"
2013,Kentucky,Oak Grove,0,0,1,0,7638
2013,Missouri,Oak Grove,0,0,0,0,7865
2014,Kentucky,Oak Grove,0,0,0,0,7461
2014,Missouri,Oak Grove,0,0,0,0,7874
2015,Kentucky,Oak Grove,0,1,0,0,7515
2015,Louisiana,Oak Grove,0,0,0,0,1694
2015,Missouri,Oak Grove,0,0,0,0,7889
2016,Kentucky,Oak Grove,0,0,0,0,7431
2016,Missouri,Oak Grove,0,0,0,0,7956
2010,Washington,Oak Harbor,0,1,0,0,22873
2011,Washington,Oak Harbor,0,1,0,0,22421
2012,Ohio,Oak Harbor,0,0,0,0,"2,758"
2012,Washington,Oak Harbor,1,0,0,1,"22,457"
2013,Washington,Oak Harbor,0,0,1,0,22288
2013,Ohio,Oak Harbor,0,0,0,0,2750
2014,Ohio,Oak Harbor,0, DNR, DNR, DNR,2738
2014,Washington,Oak Harbor,0,0,0,0,22123
2015,Ohio,Oak Harbor,0,0,0,0,2728
2015,Washington,Oak Harbor,0,0,0,0,22336
2016,Washington,Oak Harbor,0,2,1,0,22795
2016,Ohio,Oak Harbor,0,0,0,0,2705
2010,Florida,Oak Hill,0,0,0,0,1654
2010,Ohio,Oak Hill,0,0,DNR,0,1603
2010,West Virginia,Oak Hill,0,DNR,DNR,DNR,7231
2011,Florida,Oak Hill,0,0,0,0,1816
2011,Ohio,Oak Hill,0,0,0,0,1552
2012,Florida,Oak Hill,0,0,0,0,"1,817"
2012,Ohio,Oak Hill,0,0,0,0,"1,551"
2012,West Virginia,Oak Hill,0,0,0,0,"7,672"
2013,West Virginia,Oak Hill,0,6,8,0,7709
2013,Florida,Oak Hill,0,0,0,0,1787
2013,Ohio,Oak Hill,0,0,0,0,1520
2014,Florida,Oak Hill,0,0,0,0,1785
2014,Ohio,Oak Hill,0,0,0,0,1506
2014,West Virginia,Oak Hill,0,0,0,0,8261
2015,West Virginia,Oak Hill,1,0,0,1,8138
2015,Ohio,Oak Hill,0,0,0,0,1505
2016,West Virginia,Oak Hill,0,1,1,0,8104
2016,Ohio,Oak Hill,0,0,0,0,1490
2010,North Carolina,Oak Island,0,0,0,0,8487
2011,North Carolina,Oak Island,0,0,0,0,6869
2012,North Carolina,Oak Island,0,0,0,0,"7,030"
2013,North Carolina,Oak Island,0,0,0,0,7064
2014,North Carolina,Oak Island,0,0,0,0,7317
2015,North Carolina,Oak Island,0,0,0,0,7481
2016,North Carolina,Oak Island,0,0,0,0,7651
2010,Illinois,Oak Lawn,0,1,0,0,52172
2011,Illinois,Oak Lawn,0,0,0,0,56861
2012,Illinois,Oak Lawn,0,0,0,0,"56,964"
2013,Illinois,Oak Lawn,0,0,0,0,57083
2014,Illinois,Oak Lawn,0,0,1,0,57159
2015,Illinois,Oak Lawn,0,0,0,0,57112
2016,Illinois,Oak Lawn,1,0,0,0,56791
2010,Michigan,Oak Park,0,0,1,0,30131
2010,Illinois,Oak Park,0,0,0,0,52629
2011,Michigan,Oak Park,0,0,0,3,29297
2011,Illinois,Oak Park,0,DNR,DNR,DNR,52034
2012,Illinois,Oak Park,0,0,0,0,"52,128"
2012,Michigan,Oak Park,1,0,0,1,"29,532"
2013,Illinois,Oak Park,0,0,0,0,52051
2013,Michigan,Oak Park,0,0,0,0,29684
2014,Illinois,Oak Park,0,0,0,0,52109
2014,Michigan,Oak Park,0,0,0,0,29971
2015,Illinois,Oak Park,0, DNR, DNR, DNR,52036
2015,Michigan,Oak Park,0,0,0,0,29963
2016,Georgia,Oak Park,0,0,0, DNR,480
2016,Illinois,Oak Park,0,0,0,0,52365
2016,Michigan,Oak Park,0,0,0,0,29838
2010,Minnesota,Oak Park Heights,0,0,0,0,4839
2011,Minnesota,Oak Park Heights,DNR,DNR,DNR,0,4372
2012,Minnesota,Oak Park Heights,0,0,0,DNR,"4,417"
2013,Minnesota,Oak Park Heights,0,0,0,0,4655
2014,Minnesota,Oak Park Heights,0,0,0,0,4877
2015,Minnesota,Oak Park Heights,0,0,0,0,4886
2016,Minnesota,Oak Park Heights,0,0,0,0,4912
2010,Tennessee,Oak Ridge,0,0,1,0,27728
2010,Texas,Oak Ridge,0,0,0,0,268
2011,Tennessee,Oak Ridge,0,1,0,1,29595
2011,Texas,Oak Ridge,0,0,0,0,144
2012,Tennessee,Oak Ridge,0,0,0,0,"29,593"
2012,Texas,Oak Ridge,0,0,0,0,142
2013,Tennessee,Oak Ridge,0, DNR, DNR, DNR,29319
2013,Texas,Oak Ridge,0,0,0,0,168
2014,Texas,Oak Ridge,0,0,0,0,168
2015,Tennessee,Oak Ridge,0,0,0,0,29297
2015,Texas,Oak Ridge,0,0,0,0,179
2016,Tennessee,Oak Ridge,0,1,0,0,29296
2016,Texas,Oak Ridge,0,0,0,0,180
2010,Texas,Oak Ridge North,0,0,0,0,3517
2011,Texas,Oak Ridge North,0,0,0,0,3113
2012,Texas,Oak Ridge North,0,0,0,0,"3,203"
2013,Texas,Oak Ridge North, DNR,0,0,0,3143
2014,Texas,Oak Ridge North,0,0,0,0,3166
2015,Texas,Oak Ridge North,0,0,0,0,3186
2016,Texas,Oak Ridge North,0,0,0,0,3181
2010,North Carolina,Oakboro,0,0,0,0,1166
2011,North Carolina,Oakboro,0,0,0,0,1883
2012,North Carolina,Oakboro,0,0,0,0,"1,878"
2013,North Carolina,Oakboro,0,0,0,0,1865
2014,North Carolina,Oakboro,0,0,0,0,1873
2015,North Carolina,Oakboro,0,0,0,0,1872
2016,North Carolina,Oakboro,0,0,0,0,1877
2010,Illinois,Oakbrook Terrace,0,0,0,0,2371
2011,Illinois,Oakbrook Terrace,0,0,0,0,2140
2012,Illinois,Oakbrook Terrace,0,0,0,0,"2,150"
2013,Illinois,Oakbrook Terrace,0,0,0,0,2161
2014,Illinois,Oakbrook Terrace,0,0,0,0,2165
2015,Illinois,Oakbrook Terrace,0,0,0,0,2180
2016,Illinois,Oakbrook Terrace,0,0,0,0,2169
2010,California,Oakdale,0,0,0,0,21023
2010,Pennsylvania,Oakdale,0,0,0,DNR,1424
2011,California,Oakdale,0,0,0,0,20918
2011,Pennsylvania,Oakdale,0,DNR,DNR,DNR,1464
2012,California,Oakdale,0,0,0,0,"21,031"
2012,Pennsylvania,Oakdale,0,0,DNR,DNR,"1,463"
2013,California,Oakdale,0,0,0,0,21340
2013,Minnesota,Oakdale,0,0,0,0,27820
2013,Pennsylvania,Oakdale,0,0,0, DNR,1456
2014,California,Oakdale,0,0,0,0,21651
2014,Minnesota,Oakdale,0,0,0,0,27870
2014,Pennsylvania,Oakdale,0,0,0, DNR,1475
2015,California,Oakdale,0,0,0,0,22137
2015,Minnesota,Oakdale,0,0,0,0,28188
2015,Pennsylvania,Oakdale,0, DNR, DNR, DNR,1481
2016,California,Oakdale,0,0,0,0,22572
2016,Louisiana,Oakdale,0,0,0,0,7697
2016,Pennsylvania,Oakdale,0,0,0,0,1472
2016,Minnesota,Oakdale2,0,1,0,0,28211
2010,North Dakota,Oakes,0,0,0,0,1797
2011,North Dakota,Oakes,0,0,DNR,DNR,1887
2013,North Dakota,Oakes,0,0,0,0,1840
2014,North Dakota,Oakes,0,0,0,0,1841
2015,North Dakota,Oakes,0,0,0,0,1789
2016,North Dakota,Oakes,0,0,0, DNR,1786
2010,Washington,Oakesdale,0,0,0,0,395
2011,Washington,Oakesdale,0,DNR,DNR,DNR,429
2011,Massachusetts,Oakham,0,0,0,0,1914
2012,Massachusetts,Oakham,0,0,0,0,"1,926"
2013,Massachusetts,Oakham,0,0,0,0,1921
2014,Massachusetts,Oakham,0,0,0,0,1920
2015,Massachusetts,Oakham,0,0,0,0,1927
2016,Massachusetts,Oakham,0,0,0,0,1925
2010,California,Oakland,3,3,6,3,409723
2010,New Jersey,Oakland,1,0,0,0,13454
2010,Tennessee,Oakland,0,0,1,0,5878
2010,Florida,Oakland,0,0,0,0,1228
2010,Maine,Oakland,0,0,0,0,6236
2010,Maryland,Oakland,0,0,0,0,2002
2010,Missouri,Oakland,0,0,0,0,1544
2010,Pennsylvania,Oakland,0,0,0,0,565
2011,California,Oakland,2,2,4,1,395317
2011,Florida,Oakland,0,0,0,0,2573
2011,Maine,Oakland,0,0,0,0,6239
2011,Maryland,Oakland,0,0,0,0,1943
2011,Missouri,Oakland,0,0,0,0,1386
2011,New Jersey,Oakland,0,0,0,0,12796
2011,Pennsylvania,Oakland,0,0,0,DNR,618
2011,Tennessee,Oakland,0,0,0,0,6683
2012,California,Oakland,2,6,3,0,"399,487"
2012,Florida,Oakland,0,0,0,0,"2,625"
2012,Maine,Oakland,0,0,0,0,"6,233"
2012,Maryland,Oakland,0,0,0,0,"1,941"
2012,Missouri,Oakland,0,0,0,0,"1,383"
2012,New Jersey,Oakland,0,0,0,0,"12,899"
2012,Pennsylvania,Oakland,0,0,0,DNR,615
2012,Tennessee,Oakland,0,0,0,0,"6,695"
2013,California,Oakland,2,4,3,2,403887
2013,New Jersey,Oakland,1,2,1,1,12927
2013,Florida,Oakland,0,0,0,0,2697
2013,Maine,Oakland,0,0,0,0,6253
2013,Maryland,Oakland,0,0,0,0,1896
2013,Missouri,Oakland,0,0,0,0,1378
2013,Pennsylvania,Oakland,0,0,0,0,600
2013,Tennessee,Oakland,0,0,0,0,6976
2014,California,Oakland,2,4,4,4,409994
2014,Florida,Oakland,0,0,0,0,2751
2014,Maine,Oakland,0,0,0,0,6210
2014,Maryland,Oakland,0,0,0,0,1915
2014,Missouri,Oakland,0,0,0,0,1381
2014,New Jersey,Oakland,0,0,0,0,13026
2014,Pennsylvania,Oakland,0,0,0, DNR,591
2014,Tennessee,Oakland,0,0,0,0,7229
2015,California,Oakland,2,9,6,1,419481
2015,Maine,Oakland,0,0,0,0,6212
2015,Maryland,Oakland,0,0,0,0,1903
2015,Missouri,Oakland,0,0,0,0,1379
2015,New Jersey,Oakland,0,0,0,0,13093
2015,Tennessee,Oakland,0,0,0,0,7495
2016,California,Oakland,3,2,2,2,424998
2016,Maine,Oakland,0,0,0,0,6119
2016,Maryland,Oakland,0,0,0,0,1868
2016,Missouri,Oakland,0,0,0,0,1382
2016,New Jersey,Oakland,0,0,0,0,13176
2016,Pennsylvania,Oakland,0,0,0,0,574
2016,Tennessee,Oakland,0,0,0,0,7670
2014,Indiana,Oakland City,0,0,0,0,2433
2010,Florida,Oakland Park,0,0,0,0,42572
2011,Florida,Oakland Park,1,0,0,0,41927
2012,Florida,Oakland Park,0,1,0,0,"42,701"
2013,Florida,Oakland Park,0,0,0,0,43287
2014,Florida,Oakland Park,0,0,0,0,43745
2016,Florida,Oakland Park, DNR,1, DNR, DNR,44903
2015,Michigan,Oakland Township,0,0,0,0,19357
2016,Michigan,Oakland Township,0,0,0,0,19659
2010,California,Oakley,0,1,1,0,33556
2010,Kansas,Oakley,0,0,0,0,1794
2011,California,Oakley,0,0,0,0,35849
2011,Kansas,Oakley,0,0,0,0,2058
2012,California,Oakley,0,0,0,0,"36,348"
2012,Kansas,Oakley,0,0,DNR,0,"2,077"
2012,Michigan,Oakley,0,1,0,0,287
2013,California,Oakley,0,0,0,0,37824
2013,Kansas,Oakley,0,0,0,0,2063
2013,Michigan,Oakley,0,0,0,0,285
2014,California,Oakley,0,0,0,0,38851
2014,Kansas,Oakley,0,0,0,0,2089
2015,California,Oakley,0,0,0,0,40163
2015,Kansas,Oakley,0,0,0,0,2080
2016,Kansas,Oakley,0,1,0,0,2104
2016,California,Oakley,0,0,0,0,40695
2010,New Jersey,Oaklyn,1,0,0,0,4047
2011,New Jersey,Oaklyn,1,0,0,0,4051
2012,New Jersey,Oaklyn,0,0,0,0,"4,055"
2013,New Jersey,Oaklyn,0,0,0,0,4023
2014,New Jersey,Oaklyn,0,0,0,0,4016
2015,New Jersey,Oaklyn,0,0,0,0,3964
2016,New Jersey,Oaklyn,0,0,0,0,3963
2010,Alabama,Oakman,0,0,0,0,921
2010,Pennsylvania,Oakmont,0,0,0,0,6411
2011,Pennsylvania,Oakmont,0,0,0,0,6323
2012,Pennsylvania,Oakmont,0,0,0,DNR,"6,327"
2013,Pennsylvania,Oakmont,0,0,0,0,6406
2014,Pennsylvania,Oakmont,0,0, DNR, DNR,6426
2015,Pennsylvania,Oakmont,0,0,0,0,6458
2016,Pennsylvania,Oakmont,0,0,0,0,6472
2010,Oregon,Oakridge,0,0,0,0,3195
2010,Missouri,Oakview Village,0,0,0,0,414
2011,Missouri,Oakview Village,0,0,0,0,376
2012,Missouri,Oakview Village,0,0,0,DNR,381
2013,Missouri,Oakview Village,0,0,0, DNR,387
2014,Missouri,Oakview Village,0,0,0,0,391
2015,Missouri,Oakview Village,0,0,0,0,395
2016,Missouri,Oakview Village,0,0,0,0,394
2010,Washington,Oakville,0,0,0,0,733
2011,Washington,Oakville,0,0,0,0,695
2012,Washington,Oakville,0,0,0,0,689
2013,Washington,Oakville,0,0,0,0,673
2014,Washington,Oakville,0,0,0,0,658
2015,Washington,Oakville,0,0,0,0,658
2016,Washington,Oakville,0,0,0,0,659
2010,Georgia,Oakwood,0,0,0,0,5414
2010,Illinois,Oakwood,0,0,0,0,1405
2011,Georgia,Oakwood,0,0,0,0,4022
2011,Illinois,Oakwood,0,0,0,0,1600
2012,Georgia,Oakwood,0,0,0,DNR,"4,089"
2012,Illinois,Oakwood,0,0,0,0,"1,595"
2013,Georgia,Oakwood,0,0,0,0,4126
2013,Illinois,Oakwood,0, DNR, DNR, DNR,1568
2014,Georgia,Oakwood,0,0,0, DNR,4171
2014,Illinois,Oakwood,0,0,0,0,1542
2015,Georgia,Oakwood,0,0,0,0,4209
2015,Illinois,Oakwood,0,0,0,0,1530
2016,Georgia,Oakwood, DNR, DNR, DNR,0,4218
2016,Illinois,Oakwood,0,0,0,0,1520
2011,Illinois,Oakwood Hills,0,0,0,0,2089
2012,Illinois,Oakwood Hills,0,0,0,0,"2,085"
2013,Illinois,Oakwood Hills,0,0,0,0,2084
2014,Illinois,Oakwood Hills,0,0,0,0,2079
2015,Illinois,Oakwood Hills,0,0,0,0,2067
2016,Illinois,Oakwood Hills,0,0,0,0,2059
2010,Ohio,"Oakwood, Paulding County",0,DNR,0,0,545
2011,Ohio,"Oakwood, Paulding County",0,0,0,0,608
2012,Ohio,"Oakwood, Paulding County",0,0,0,0,605
2013,Ohio,"Oakwood, Paulding County",0,0,0,0,594
2014,Ohio,"Oakwood, Paulding County",0,0,0, DNR,594
2010,Kansas,Oberlin,0,0,0,0,1600
2010,Ohio,Oberlin,DNR,0,0,0,8447
2011,Kansas,Oberlin,0,0,0,0,1799
2011,Ohio,Oberlin,0,0,0,0,8292
2012,Kansas,Oberlin,0,0,0,0,"1,769"
2012,Ohio,Oberlin,DNR,0,0,0,"8,291"
2013,Kansas,Oberlin,0,0,0,0,1716
2013,Ohio,Oberlin,0,0,0,0,8305
2014,Kansas,Oberlin,0,0,0,0,1757
2014,Ohio,Oberlin,0,0,0,0,8389
2015,Kansas,Oberlin,0,0,0,0,1741
2015,Ohio,Oberlin,0,0, DNR, DNR,8215
2016,Ohio,Oberlin,0,0,0,1,8342
2016,Kansas,Oberlin,0,0,0,0,1758
2013,Ohio,Obetz,0,0,0,0,4657
2014,Ohio,Obetz,0,0,0, DNR,4685
2015,Ohio,Obetz,0, DNR, DNR, DNR,4746
2010,Tennessee,Obion,0,0,0,0,1074
2011,Tennessee,Obion,0,0,0,0,1129
2012,Tennessee,Obion,0,0,0,0,"1,127"
2013,Tennessee,Obion,0,0,0,0,1092
2014,Tennessee,Obion,0,0,0,0,1085
2015,Tennessee,Obion,0,0,0,0,1078
2016,Tennessee,Obion,0,0,0,0,1065
2010,Illinois,Oblong,0,0,0,0,1491
2011,Illinois,Oblong,0,0,0,0,1470
2012,Illinois,Oblong,0,0,0,0,"1,470"
2013,Illinois,Oblong,0,0,0,0,1435
2014,Illinois,Oblong,0,0,0,0,1429
2015,Illinois,Oblong,0,0,0,0,1416
2016,Illinois,Oblong,0,0,0,0,1420
2010,Florida,Ocala,0,0,0,0,56396
2011,Florida,Ocala,0,1,0,0,57082
2012,Florida,Ocala,0,0,0,0,"57,288"
2013,Florida,Ocala,0,0,0,0,57144
2014,Florida,Ocala,0,0,0,0,57740
2015,Florida,Ocala,1, DNR, DNR, DNR,57891
2010,Virginia,Occoquan,0,0,0,0,846
2011,Virginia,Occoquan,0,0,DNR,0,945
2012,Virginia,Occoquan,0,0,0,0,986
2013,Virginia,Occoquan,0,0,0,0,987
2014,Virginia,Occoquan,0,0,0,0,1008
2015,Virginia,Occoquan,0,0,0,0,1031
2016,Virginia,Occoquan,0,0,0,0,1042
2010,New York,Ocean Beach Village,0,0,0,0,147
2013,New York,Ocean Beach Village,0,0,0,0,79
2014,New York,Ocean Beach Village,0,0,0,0,79
2015,New York,Ocean Beach Village,0,0,0,0,80
2016,New York,Ocean Beach Village,0,0,0,0,81
2010,New Jersey,Ocean City,0,0,2,0,14725
2010,Maryland,Ocean City,0,0,0,0,7020
2011,Maryland,Ocean City,0,0,0,0,7169
2011,New Jersey,Ocean City,0,0,0,0,11740
2012,Maryland,Ocean City,0,0,0,0,"7,179"
2012,New Jersey,Ocean City,0,0,0,0,"11,676"
2013,Maryland,Ocean City,0,0,0,0,7086
2013,New Jersey,Ocean City,0,0,0,0,11473
2014,New Jersey,Ocean City,0,0,2,0,11392
2014,Maryland,Ocean City,0,0,0,0,7089
2015,Maryland,Ocean City,0,0,0,0,7086
2015,New Jersey,Ocean City,0,0,0,0,11296
2016,Maryland,Ocean City,0,0,0,0,7045
2016,New Jersey,Ocean City,0,0,0,0,11287
2010,New Jersey,Ocean Gate,0,0,1,0,2171
2011,New Jersey,Ocean Gate,0,0,0,0,2018
2012,New Jersey,Ocean Gate,0,0,0,1,"2,032"
2013,New Jersey,Ocean Gate,0,0,0,0,2027
2014,New Jersey,Ocean Gate,0,0,0,0,2027
2015,New Jersey,Ocean Gate,0,0,0,0,2035
2016,New Jersey,Ocean Gate, DNR,0,0,0,2004
2010,North Carolina,Ocean Isle Beach,0,0,0,0,540
2011,North Carolina,Ocean Isle Beach,0,0,0,0,557
2012,North Carolina,Ocean Isle Beach,0,0,0,0,575
2013,North Carolina,Ocean Isle Beach,0,0,0,0,572
2014,North Carolina,Ocean Isle Beach,0,0,0,0,583
2015,North Carolina,Ocean Isle Beach,0,0,0,0,592
2016,North Carolina,Ocean Isle Beach,0,0,0,0,608
2010,Maryland,Ocean Pines,0,0,0,0,11442
2011,Maryland,Ocean Pines,0,0,0,0,11821
2012,Maryland,Ocean Pines,0,0,0,0,"11,935"
2013,Maryland,Ocean Pines,0,0,0,0,12024
2014,Maryland,Ocean Pines,0,0,0,0,12100
2015,Maryland,Ocean Pines,0,0,0,0,12163
2016,Maryland,Ocean Pines,0,0,0,0,12207
2010,Florida,Ocean Ridge,0,0,0,0,1654
2011,Florida,Ocean Ridge,0,0,0,0,1810
2012,Florida,Ocean Ridge,0,0,0,0,"1,831"
2013,Florida,Ocean Ridge,0,0,0,0,1840
2014,Florida,Ocean Ridge,0,0,0,0,1853
2010,Washington,Ocean Shores,0,0,0,0,5257
2011,Washington,Ocean Shores,0,0,0,0,5656
2012,Washington,Ocean Shores,0,0,0,0,"5,603"
2013,Washington,Ocean Shores,0,0,0,0,5632
2014,Washington,Ocean Shores,0,0,1,0,5622
2015,Washington,Ocean Shores,0,0,0,0,5638
2016,Washington,Ocean Shores,0,0,0,0,5721
2010,New Jersey,"Ocean Township, Monmouth County",0,0,0,0,28503
2011,New Jersey,"Ocean Township, Monmouth County",0,0,0,0,27382
2012,New Jersey,"Ocean Township, Monmouth County",0,0,0,0,"27,454"
2013,New Jersey,"Ocean Township, Monmouth County",0,0,0,0,27180
2014,New Jersey,"Ocean Township, Monmouth County",0,0,0,0,27240
2015,New Jersey,"Ocean Township, Monmouth County",0,0,0,0,27176
2016,New Jersey,"Ocean Township, Monmouth County", DNR,1,5,3,27070
2010,New Jersey,"Ocean Township, Ocean County",0,0,0,0,9501
2011,New Jersey,"Ocean Township, Ocean County",0,0,0,1,8360
2012,New Jersey,"Ocean Township, Ocean County",0,0,0,0,"8,413"
2013,New Jersey,"Ocean Township, Ocean County",0,0,0,0,8565
2014,New Jersey,"Ocean Township, Ocean County",0,0,0,0,8723
2015,New Jersey,"Ocean Township, Ocean County",0,0,0,0,8730
2016,New Jersey,"Ocean Township, Ocean County", DNR,0,0,0,8927
2010,Delaware,Ocean View,0,0,0,0,1178
2011,Delaware,Ocean View,0,0,0,0,1901
2012,Delaware,Ocean View,0,0,0,0,"1,933"
2013,Delaware,Ocean View,0,0,0,0,1972
2014,Delaware,Ocean View,0,0,0,0,2066
2015,Delaware,Ocean View,0,0,0,0,2022
2016,Delaware,Ocean View,0,0,0,0,2075
2010,West Virginia,Oceana,0,0,0,0,1401
2011,West Virginia,Oceana,0,0,0,0,1396
2012,West Virginia,Oceana,0,0,0,0,"1,372"
2013,West Virginia,Oceana,0,0,0,0,1355
2014,West Virginia,Oceana,0,0,0,0,1341
2010,New Jersey,Oceanport,0,0,0,0,5755
2011,New Jersey,Oceanport,0,0,0,0,5851
2012,New Jersey,Oceanport,0,0,0,0,"5,866"
2013,New Jersey,Oceanport,0,0,1,0,5833
2014,New Jersey,Oceanport,0,0,0,0,5809
2015,New Jersey,Oceanport,0,0,0,0,5837
2016,New Jersey,Oceanport, DNR,0,0,0,5718
2010,California,Oceanside,0,1,5,0,173901
2011,California,Oceanside,1,3,0,1,169050
2012,California,Oceanside,4,3,2,0,"171,141"
2013,California,Oceanside,2,4,2,0,172525
2014,California,Oceanside,2,1,0,1,174102
2015,California,Oceanside,0,0,1,1,176319
2016,California,Oceanside,1,3,1,2,177340
2010,Georgia,Ocilla,0,0,0,0,3009
2011,Georgia,Ocilla,0,0,0,0,3459
2012,Georgia,Ocilla,0,0,0,DNR,"3,606"
2013,Georgia,Ocilla,0,0,0,0,3553
2014,Georgia,Ocilla,0,0,0,0,3485
2015,Georgia,Ocilla,0,0,0,0,3243
2016,Georgia,Ocilla,0,0,0,0,3372
2010,Florida,Ocoee,0,0,1,1,33650
2011,Florida,Ocoee,0,0,0,0,36064
2012,Florida,Ocoee,0,0,0,1,"36,816"
2013,Florida,Ocoee,0,0,0,0,39201
2014,Florida,Ocoee,0,0,0,1,40029
2010,Wisconsin,Oconomowoc,0,0,0,0,14984
2011,Wisconsin,Oconomowoc,0,0,0,0,15828
2012,Wisconsin,Oconomowoc,0,0,0,0,"15,832"
2013,Wisconsin,Oconomowoc,0,0,0,0,15926
2014,Wisconsin,Oconomowoc,0,0,0,0,16347
2015,Wisconsin,Oconomowoc,0,0,0,0,16459
2016,Wisconsin,Oconomowoc,0,0,0,0,16480
2015,Wisconsin,Oconomowoc Lake,0,0,0,0,610
2016,Wisconsin,Oconomowoc Lake,0,0,0,0,615
2010,Wisconsin,Oconomowoc Town,0,0,0,0,8300
2011,Wisconsin,Oconomowoc Town,0,0,0,0,8445
2012,Wisconsin,Oconomowoc Town,0,0,0,0,"8,449"
2013,Wisconsin,Oconomowoc Town,0,0,0,0,8565
2014,Wisconsin,Oconomowoc Town,0,0,0,0,8653
2015,Wisconsin,Oconomowoc Town,0,0,0,0,8654
2016,Wisconsin,Oconomowoc Town,0,0,0,0,8662
2010,Wisconsin,Oconto,0,0,0,0,4512
2011,Wisconsin,Oconto,0,0,0,0,4533
2012,Wisconsin,Oconto,0,0,0,0,"4,502"
2013,Wisconsin,Oconto,0,0,0,0,4505
2014,Wisconsin,Oconto,0,0,0,0,4484
2015,Wisconsin,Oconto,0,0,0,0,4476
2010,Wisconsin,Oconto Falls,0,0,0,0,2755
2011,Wisconsin,Oconto Falls,0,0,0,0,2904
2012,Wisconsin,Oconto Falls,0,0,0,0,"2,883"
2013,Wisconsin,Oconto Falls,0,0,0,0,2843
2015,Wisconsin,Oconto Falls,0,0,0,0,2836
2016,Wisconsin,Oconto Falls,0,0,0,0,2823
2010,Alabama,Odenville,0,0,0,0,2968
2010,Missouri,Odessa,0,0,0,0,4632
2010,Texas,Odessa,0,0,0,0,101580
2010,Washington,Odessa,0,0,0,0,895
2011,Missouri,Odessa,0,0,0,0,5319
2011,Texas,Odessa,0,0,0,0,102043
2011,Washington,Odessa,0,0,0,0,924
2012,Missouri,Odessa,0,0,0,0,"5,283"
2012,Texas,Odessa,0,0,0,0,"103,635"
2012,Washington,Odessa,0,0,0,0,912
2013,Missouri,Odessa,0,0,0,0,5221
2013,Texas,Odessa,0,0,0,0,108265
2013,Washington,Odessa,0,0,0,0,880
2014,Texas,Odessa,0,1,2,0,113619
2014,Missouri,Odessa,0,0,0, DNR,5199
2014,Washington,Odessa,0,0,0,0,867
2015,Texas,Odessa,2,2, DNR, DNR,118606
2015,Missouri,Odessa, DNR, DNR, DNR,0,5141
2015,Washington,Odessa,0,0,0,0,858
2016,Texas,Odessa,1,0,1,1,123209
2016,Washington,Odessa,0,0,0,0,864
2010,Virginia,ODNRcock,0,0,0,0,1378
2011,Virginia,ODNRcock,0,0,0,0,1278
2013,Virginia,ODNRcock,0,0,0,0,1263
2014,Virginia,ODNRcock,0,0,0,0,1263
2015,Virginia,ODNRcock,0,0,0,0,1261
2016,Virginia,ODNRcock,0,0,0,0,1260
2010,Iowa,Oelwein,0,0,0,0,5985
2011,Iowa,Oelwein,0,0,0,0,6449
2012,Iowa,Oelwein,0,0,DNR,DNR,"6,469"
2013,Iowa,Oelwein,0,0,0,0,6350
2014,Iowa,Oelwein,0,0,0,0,6224
2015,Iowa,Oelwein,0,0,0,0,6126
2016,Iowa,Oelwein,0,0,0,0,6104
2010,Nebraska,Ogallala,0,0,0,0,4373
2011,Nebraska,Ogallala,0,0,0,0,4779
2012,Nebraska,Ogallala,0,0,0,0,"4,732"
2013,Nebraska,Ogallala,0,0,0,0,4620
2014,Nebraska,Ogallala,0,0,0,0,4575
2015,Nebraska,Ogallala,0,0,0,0,4560
2016,Nebraska,Ogallala,0,0,0,0,4538
2010,Utah,Ogden,0,1,0,0,81431
2010,Illinois,Ogden,0,0,0,0,712
2010,Iowa,Ogden,0,0,0,0,1945
2011,Illinois,Ogden,0,DNR,DNR,DNR,812
2011,Iowa,Ogden,0,0,0,0,2055
2011,Utah,Ogden,0,0,0,0,84423
2012,Iowa,Ogden,0,0,0,0,"2,049"
2012,Utah,Ogden,0,0,0,0,"85,083"
2013,Iowa,Ogden,0,0, DNR, DNR,2020
2013,Utah,Ogden,0,0,0,0,84045
2014,Utah,Ogden,0,0,1,0,84557
2014,Iowa,Ogden,0,0,0,0,2033
2015,Utah,Ogden,0,0,2,0,84642
2015,Iowa,Ogden,0,0,0,0,2033
2016,Iowa,Ogden,0,0,0,0,2041
2010,New York,Ogden Town,0,0,0,0,19177
2011,New York,Ogden Town,0,0,0,0,19945
2012,New York,Ogden Town,0,0,0,0,"19,990"
2013,New York,Ogden Town,0,0,0,0,20026
2014,New York,Ogden Town,0,0,0,0,20198
2015,New York,Ogden Town,0,0,0,0,20302
2016,New York,Ogden Town,0,0,0,0,20257
2016,Utah,Ogden2,1,1,3,3,85930
