city,state,2010population,2011population,2012population,2013population,2014population,2015population,2016population,populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,dnrCount,zeroCount
Lakeside,Colorado,1377,1335,1357,1357,1378,1388,1401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lakeside Park-Crestview Hills,Kentucky,6458,5856,5856,5881,5945,6119,6159,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Lakeview,Arkansas,1070,1006,6481,6413,727,717,1011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Lakeview, Harris County",Texas,6433,6382,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
"Lakeview, Harrison County",Texas,No Data,No Data,No Data,No Data,6434,6468,6454,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Lakeville,Massachusetts,57470,56386,56805,57758,59194,60846,61581,,0,0,0,0,0,DNR,2,1,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lakeway,Texas,11829,11631,12007,12815,13554,14218,14771,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lakewood,California,2659,59075,59416,51167,3799,3800,50349,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lakewood Township,New Jersey,72960,93152,93742,92664,93749,95743,100269,,2,10,10,5,2,6,7,10,11,10,11,5,2,6,7,8,1,5,7,2,4,11,6,4,2,6,7,2,,
Lakewood-Busti,New York,7273,7384,7360,7280,7265,7218,4509,,0,0,0,0,0,0,DNR,0,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lamar,Colorado,978,1001,988,978,979,974,968,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lamar Township,Pennsylvania,2388,2525,2536,2547,2567,2582,2575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0, DNR,,
Lamberton,Minnesota,No Data,No Data,No Data,No Data,No Data,789,785,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0, DNR, DNR,0,,
Lambertville,New Jersey,3802,3919,3915,3815,3853,3842,3817,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Lamesa,Texas,8684,9620,9497,9136,9334,9443,9429,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lamont,Oklahoma,No Data,No Data,No Data,417,418,411,410,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lamoure,North Dakota,No Data,904,901,895,948,948,920,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lampasas,Texas,7897,6822,6850,6899,6957,7353,7898,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,
Lanagan,Missouri,434,421,422,415,411,412,410,,0,0,0,0,0,0,0,0,0,0,0,DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lanark,Illinois,No Data,No Data,1438,No Data,No Data,No Data,1357,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Lancaster,California,3770,3885,3878,3813,3795,38884,3760,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lancaster Town,New York,23380,25431,35821,36369,36760,37134,37418,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
"Lancaster Township, Butler County",Pennsylvania,2632,2540,1249,2534,2534,2509,2520,,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
"Lancaster Township, Lancaster County",Pennsylvania,14950,16200,16302,17084,17065,17211,17244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lander,Wyoming,7622,7547,7681,7733,7788,7677,7699,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Landis,North Carolina,3130,3148,3131,3090,3108,3112,3121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Landover Hills,Maryland,1545,1703,1720,1776,1780,1819,1828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Landrum,South Carolina,2693,2404,2423,2433,2458,2480,2517,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2, DNR,0,0,0,0,0,0,0,0,,
Lane,South Carolina,No Data,514,509,490,478,473,471,,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lanesboro,Massachusetts,545,508,3100,3047,3024,479,474,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,,
Lanett,Alabama,7026,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,1,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Langhorne Borough,Pennsylvania,1962,1627,1629,1616,1611,1598,1594,,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,,
Langhorne Manor,Pennsylvania,1068,1447,1447,1439,1441,1432,1429,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,,
Langley,Washington,1094,1051,1051,1047,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lansdale,Pennsylvania,15622,16321,16393,16395,16440,16539,16558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,,
Lansdowne,Pennsylvania,10737,10654,10644,10621,10629,10647,10643,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lansford,Pennsylvania,4152,3954,3941,No Data,No Data,No Data,3771,,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Lansing,Michigan,11003,114211,114688,28520,11727,11815,11860,,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lansing Township,Michigan,No Data,No Data,No Data,No Data,No Data,8109,8148,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,1,0,1,0,0,0,0,,
Lantana,Florida,10229,10565,10687,10689,10926,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lapeer,Michigan,8947,8834,8825,8819,8799,8747,8782,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,,
Lapeer Township,Michigan,4864,5052,5047,5052,5076,5054,5066,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laramie,Wyoming,29742,31064,31767,31940,32037,32375,32411,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Larchmont Village,New York,6517,5890,5940,5930,5971,6173,6186,,0,0,0,0,1,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
Laredo,Texas,230674,241059,245558,247353,250994,256280,259325,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Largo,Florida,73019,78706,78783,77913,78502,No Data,81402,,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,DNR,DNR,DNR,DNR, DNR,1, DNR,1,,
Larimore,North Dakota,1336,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Larksville,Pennsylvania,4437,4494,4482,4463,4448,4418,No Data,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0, DNR, DNR,0,0,0, DNR,0,0,0, DNR,DNR,DNR,DNR,DNR,,
Larned,Kansas,3504,4080,4101,4012,4042,4013,3950,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Las Animas,Colorado,2262,2452,No Data,No Data,No Data,No Data,No Data,,DNR,0,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Las Vegas Metropolitan Police Department,Nevada,1416401,1458474,1479393,1500455,1530899,1562134,1592178,,14,15,11,12,8,15,15,14,27,18,12,16,16,13,18,18,2,0,6,9,6,14,12,9,3,10,2,10,,
Lathrop,Missouri,2319,2094,2094,2042,2052,2003,2042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,,
Lathrup Village,Michigan,4012,4072,4104,4128,4166,4165,4147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Latimore Township,Pennsylvania,2915,2588,2585,2582,2581,2589,2611,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0, DNR,,
Latrobe,Pennsylvania,8307,8365,8336,8204,8162,8080,8032,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR, DNR, DNR,0,0,0,0,,
Latta,South Carolina,1483,1395,1378,1349,1356,1339,1345,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lauderdale,Minnesota,No Data,2397,No Data,No Data,No Data,No Data,2530,,DNR,DNR,DNR,DNR,0,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Lauderdale Lakes,Florida,32139,33037,33644,34124,34403,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lauderdale-by-the-Sea,Florida,5874,6139,6252,6322,6385,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lauderhill,Florida,67442,67799,69046,69798,70506,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Laurel,Maryland,6841,6778,6861,6998,7113,6988,6986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laurel Park,North Carolina,2185,2208,2226,2243,2273,2303,2341,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laurel Springs,New Jersey,1912,1914,1916,1901,1895,1870,1870,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laureldale,Pennsylvania,3772,3923,No Data,3905,3906,3891,3882,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,,
Laurelville,Ohio,No Data,No Data,No Data,No Data,520,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Laurens,South Carolina,9464,9245,9221,9068,9218,9194,9173,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laurie,Missouri,707,948,943,920,931,929,929,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laurinburg,North Carolina,15325,16164,15988,15740,15731,15507,15423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Laurium,Michigan,1973,1976,1978,1962,1942,1945,1933,,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lavaca,Arkansas,No Data,No Data,No Data,No Data,2379,2400,2425,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Lavallette,New Jersey,2802,1881,1893,1877,1862,1821,1789,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Lavon,Texas,437,2266,2337,2318,2474,2703,3045,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lavonia,Georgia,2009,2184,2156,2121,2147,2162,2168,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lawndale,California,31132,33154,33312,33234,33340,33605,33560,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Lawnside,New Jersey,2870,2955,2957,2935,2932,2895,2898,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lawrence,Kansas,93945,76843,89180,90034,91524,78649,80622,,0,2,0,0,0,1,0,0,5,3,4,3,1,2,4,3,4,7,2,0,0,0,0,0,0,0,0,1,,
Lawrence Park Township,Pennsylvania,3690,3995,3988,3933,3899,3857,3830,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lawrence Township,Ohio,8437,8229,8210,8217,8235,8270,8265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Lawrence Township, Clearfield County",Pennsylvania,7424,7705,7663,7583,7554,7505,7489,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
"Lawrence Township, Mercer County",New Jersey,32104,33583,33483,33172,33133,32983,33023,,1,1,DNR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0, DNR,0,0,0,,
"Lawrence Township, Tioga County",Pennsylvania,1711,1723,1742,1748,1726,1724,1697,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0, DNR,0,0,0,0,0,,
Lawrenceburg,Tennessee,10225,5068,10576,10445,10448,11135,10595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lawrenceville,Georgia,1343,1455,1439,1259,1023,1009,1019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lawson,Missouri,2316,2482,2454,2418,2422,2411,2397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lawtey,Florida,698,740,731,722,714,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lawton,Michigan,92025,97904,1897,98548,96966,1864,96420,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,,
Layton,Utah,65610,68610,69420,69044,71629,73455,75482,,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Le Claire,Iowa,3666,3785,3824,3918,3955,No Data,4029,,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,,
Le Mars,Iowa,9199,9877,9829,9788,9821,9750,9750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Le Roy,Kansas,550,3571,559,553,545,3611,546,,0,DNR,DNR,DNR,DNR,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0, DNR,0, DNR, DNR,,
Le Roy Village,New York,4057,4411,4408,4354,4325,4285,4269,,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Le Sueur,Minnesota,No Data,No Data,No Data,No Data,4037,4016,3988,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Leachville,Arkansas,No Data,2008,1977,1941,1897,1867,1845,,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lead,South Dakota,2813,3162,3189,3076,3105,3006,2974,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leadington,Missouri,422,424,424,410,406,437,457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leadville,Colorado,2693,2647,2680,2596,2579,2597,2656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leadwood,Missouri,1159,1287,1289,1246,1237,1222,1227,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
League City,Texas,74776,85318,86127,89596,92790,97172,101436,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
Leakesville,Mississippi,No Data,No Data,No Data,No Data,882,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Leander,Texas,29325,27079,28244,30657,33112,36356,40650,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leary,Georgia,582,626,630,No Data,No Data,No Data,583,,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Leasburg,Missouri,336,339,341,342,330,336,333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Leavenworth,Kansas,35290,35475,35857,35965,36018,36154,36100,,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,,
Leawood,Kansas,32422,32069,32554,32748,33266,35047,35139,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Lebanon,Oregon,3219,3465,3465,3384,3373,3336,3323,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lebanon Junction,Kentucky,2045,1826,1837,1861,1883,1919,1937,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lebanon Township,New Jersey,6291,6610,6605,6439,6492,6421,6356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Lebo,Kansas,912,946,937,927,909,909,899,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ledyard,Connecticut,No Data,No Data,No Data,No Data,No Data,No Data,15021,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,1,,
Lee,Massachusetts,4461,4336,4366,4345,4374,4410,4403,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lee's Summit,Missouri,87707,91696,91840,92765,93594,94450,95821,,0,0,1,2,2,0,1,2,DNR,3,1,1,0,0,0,0,0,0,2,0,0,1, DNR,1,0,1,1,0,,
Leechburg,Pennsylvania,2163,2163,2137,2110,No Data,No Data,2055,,0,0,0,DNR,0,0,DNR,DNR,DNR,0,DNR,DNR,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0, DNR,,
Leesburg,Alabama,42561,43125,44889,46951,21315,51254,53016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Leesville,Louisiana,No Data,No Data,No Data,No Data,6632,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Leet Township,Pennsylvania,1479,1639,1640,No Data,1627,1624,1616,,0,0,0,0,0,0,0,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Leeton,Missouri,629,568,577,582,No Data,No Data,562,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,,
Leetsdale,Pennsylvania,1111,1222,1222,1214,1212,1203,1195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lehi,Utah,52162,48322,49375,52432,56080,58526,60806,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0, DNR,0,0,0,0,0,0,0,,
"Lehigh Township, Northampton County",Pennsylvania,11215,10560,10565,10482,10395,10415,10344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
"Lehigh Township, Wayne County",Pennsylvania,1662,1887,1897,No Data,1793,1783,1776,,DNR,DNR,DNR,0,0,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,,
Lehighton,Pennsylvania,5450,5518,5500,5417,5395,5334,5279,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, DNR,0,0,0,0, DNR,,
Lehman Township,Pennsylvania,3377,3519,3511,3518,3513,3490,3474,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Leicester,Massachusetts,11072,11037,11106,11183,11342,11347,11355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leipsic,Ohio,2149,2095,2081,2056,2035,2038,2021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Leitchfield,Kentucky,6562,6745,6766,6814,6854,6911,6904,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leland,North Carolina,6165,13699,14145,961,16587,17878,18842,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leland Grove,Illinois,1408,1508,No Data,1574,1556,No Data,1528,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Lemmon,South Dakota,1142,1242,1247,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lemon Grove,California,24543,25618,25932,26156,26332,26798,26981,,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lemont,Illinois,16379,16048,16083,16460,16620,16801,16927,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lemoore,California,24766,24819,24904,24802,25080,25348,25875,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Lena,Illinois,No Data,No Data,No Data,No Data,2850,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lenexa,Kansas,49282,48496,49222,49777,50876,51760,53376,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Lennon,Michigan,478,511,507,500,491,500,499,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lennox,South Dakota,2920,2137,2225,2229,2264,2302,2304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
