city,state,2010population,2011population,2012population,2013population,2014population,2015population,2016population,populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,dnrCount,zeroCount
Alexander,Arkansas,No Data,No Data,No Data,No Data,No Data,2853,2841,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0,0,0,0,0,0,0,,
Alexander City,Alabama,15229,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Alexandria,Virginia,957,975,145892,148519,992,990,1625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alexandria Bay Village,New York,1114,1083,1100,1128,1107,1109,1102,,0,0,0,0,0,0,0,0,DNR,0,0,0,0, DNR,0, DNR,0,0,0,0,0,0,0, DNR,0,0,0,0,,
Alexis,Illinois,No Data,No Data,No Data,No Data,No Data,815,805,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Alfred Village,New York,4933,4193,No Data,4089,4032,3992,4039,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Algoma,Wisconsin,3130,3181,3177,3143,3116,3103,3079,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Algona,Iowa,2838,3061,3104,3123,3116,3158,5453,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Algonac,Michigan,4445,4107,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,1,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Algonquin,Illinois,No Data,No Data,30159,29980,30566,30497,30673,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,
Algood,Tennessee,3472,3527,3555,3517,3577,3618,3770,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alhambra,California,84987,84066,84469,84710,84931,86175,86035,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,,
Alice,Texas,19690,19506,19627,19673,19689,19463,19464,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aliceville,Alabama,2423,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Aliquippa,Pennsylvania,10497,9468,9437,9323,9288,9197,9150,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0, DNR,,
Aliso Viejo,California,41989,48385,48999,50005,50671,50751,50604,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Allegan,Michigan,4770,4994,4994,5055,5059,5088,5086,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Allegany Village,New York,1715,1824,1814,1781,1769,1756,1726,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,,
"Allegheny Township, Blair County",Pennsylvania,6967,6759,6747,6726,6638,6643,6652,,0,0,0,DNR,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
"Allegheny Township, Westmoreland County",Pennsylvania,8288,8190,8161,8332,8315,8262,8213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Allen,Texas,1015,942,88783,91289,93889,96642,101020,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Allen Park,Michigan,24833,28189,27941,27601,27549,27422,27284,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Allendale,New Jersey,3510,6527,3424,3272,3218,3133,3064,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Allenhurst,New Jersey,699,498,499,493,492,487,490,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Allentown,New Jersey,108473,118408,119334,119277,1812,119335,120615,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Alliance,Ohio,8005,8567,22293,8510,22191,22023,22012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alma,Arkansas,355,403,401,759,758,745,742,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Almont,Michigan,2691,2672,2669,2678,2668,2700,2734,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alorton,Illinois,2500,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Alpena,Michigan,10184,10475,10418,10299,10253,10193,10119,,0,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alpha,New Jersey,2382,2377,2374,2314,2316,2298,2291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alpharetta,Georgia,50392,58309,60031,63442,63478,64419,64943,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alpine,New Jersey,882,835,6091,5985,6058,5953,5939,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alsip,Illinois,No Data,19335,19371,19461,19493,19462,19357,,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alstead,New Hampshire,2090,1940,1936,1938,1930,1924,1911,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Altamont,Illinois,1054,1087,1081,1066,1042,1042,1041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Altamont Village,New York,1676,1728,1725,1720,1723,1727,1721,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Altamonte Springs,Florida,39774,42062,42296,42040,42301,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Altavista,Virginia,3340,3491,3500,3486,3499,3462,3478,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Altha,Florida,514,543,548,536,538,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Alto,Georgia,1157,1187,1185,1159,1163,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,DNR, DNR,0, DNR, DNR,0,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Alton,Illinois,12349,12601,14178,14756,15311,15895,16137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Altoona,Iowa,6658,6735,6806,7018,7141,7267,7446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alturas,California,2733,2860,2802,2681,2615,2566,2549,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Altus,Oklahoma,18983,20025,19936,19634,19531,19456,19093,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alva,Oklahoma,4822,4998,4914,4901,5052,5232,5227,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alvarado,Texas,4379,3865,3888,3813,3821,3937,4058,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alvin,Texas,23399,24746,25145,25110,25252,25842,26100,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Amarillo,Texas,190393,194708,196576,196577,197724,198770,200141,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amberley Village,Ohio,3563,3588,No Data,3585,3600,3602,No Data,,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,,
Ambler,Pennsylvania,6228,6437,6465,6514,6515,6522,6517,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Amboy,Illinois,2523,2508,2459,2392,2369,2356,2330,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ambridge,Pennsylvania,6948,7072,7051,6963,6931,6858,6822,,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amelia,Ohio,3644,4805,4844,4870,4919,4948,4957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
American Canyon,California,17507,19683,19873,20068,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
American Canyon ,California,No Data,No Data,No Data,No Data,20379,20687,20746,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
American Falls,Idaho,4075,4506,4458,4404,4351,4275,4291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
American Fork/Cedar Hills,Utah,38741,36755,37549,37544,38412,38945,39028,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
American Township,Ohio,12206,12486,12444,12318,12351,12300,12254,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Americus,Georgia,877,17265,16988,16190,16200,876,882,,DNR,DNR,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0, DNR,0,0,0,0,0, DNR, DNR, DNR,,
Amery,Wisconsin,2744,2915,2898,2859,2844,2840,2816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ames,Iowa,57817,59274,59271,61193,62514,64383,66333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,
Amesbury,Massachusetts,16549,16382,16557,16655,16783,16922,17563,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Amherst,Massachusetts,2207,2258,2242,2223,2216,2200,2206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amherst Town,New York,109138,117610,117591,118296,118860,120207,120436,,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,,
Amite,Louisiana,4386,4179,No Data,No Data,No Data,No Data,No Data,,0,0,DNR,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Amity,Oregon,1431,1631,1641,1624,1598,1635,1646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amity Town and Belmont Village,New York,2187,2318,2311,2242,2250,2226,2210,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amity Township,Pennsylvania,12299,12623,12625,12744,12821,12831,12884,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Amityville Village,New York,9962,9566,9608,9519,9509,9520,9477,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amory,Mississippi,7123,7344,7261,7167,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Amsterdam,New York,525,18704,18607,18182,18099,18012,17891,,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AnDNRdale,Minnesota,No Data,3253,No Data,3317,3302,3309,3317,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Anacortes,Washington,17132,16026,16097,15980,16119,16351,16532,,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Anadarko,Oklahoma,6422,6834,6788,6843,6808,6706,6702,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Anaheim,California,338492,340218,344526,345320,346956,349471,353504,,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Anamosa,Iowa,5825,5562,5547,5653,5544,5395,5454,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Anchorage,Alaska,3414,2364,2372,2391,2415,2422,2434,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Andale,Kansas,929,934,938,974,974,993,1004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0, DNR,0,0,0,0,0,0,0,0,,
Andalusia,Alabama,8946,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Anderson,South Carolina,2084,26997,27127,1999,27130,27372,27522,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Andover,Kansas,1206,1146,33753,34529,34882,12685,35558,,DNR,DNR,0,0,0,0,0,DNR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,
Andover Township,New Jersey,6623,6340,6321,6273,6164,6107,5979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Andover Village,New York,No Data,1047,No Data,No Data,No Data,1011,1001,,DNR,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0, DNR,0,,
Andrews,South Carolina,10508,11321,11751,12529,13153,13835,14428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Angel Fire,New Mexico,976,1230,1206,No Data,No Data,No Data,No Data,,0,DNR,DNR,0,0,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Angelica Village,New York,828,No Data,No Data,849,846,839,832,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Angels Camp,California,No Data,No Data,No Data,No Data,No Data,No Data,3755,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Angier,North Carolina,4555,4405,4572,4635,4806,4957,5097,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Angleton,Texas,19138,19259,19569,19016,19020,19629,19546,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Angola,Indiana,No Data,No Data,No Data,No Data,8661,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Ankeny,Iowa,44995,45821,46482,50194,53099,55984,59236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ann Arbor,Michigan,111745,113848,115008,116799,117768,118730,117688,,0,1,3,0,2,0,2,0,1,5,3,1,0,3,0,0,2,3,1,1,3,1,3,1,0,0,0,1,,
Anna,Texas,1999,8423,8724,8634,9851,11235,12233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Annandale,Minnesota,No Data,No Data,3292,No Data,No Data,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Annapolis,Maryland,37180,38758,39255,349,345,347,343,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,,
Annawan,Illinois,No Data,No Data,No Data,No Data,No Data,857,854,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Anniston,Alabama,23703,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Annville Township,Pennsylvania,4808,4782,4794,4852,4852,4882,4835,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Anoka,Minnesota,No Data,17274,No Data,17270,17295,17306,17389,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Anson,Texas,2194,2481,2458,2332,2325,2298,2315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ansonia,Connecticut,18743,19285,19271,19128,18964,18887,18776,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ansted,West Virginia,No Data,1406,1393,No Data,No Data,No Data,No Data,,DNR,DNR,DNR,DNR,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Anthony,Kansas,4550,2283,5166,5201,5365,5524,5618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Antigo,Wisconsin,7846,8270,8177,7988,7952,7849,7801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Antioch,California,14266,103575,14495,14393,14398,14398,14302,,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Antlers,Oklahoma,2547,2479,2443,2335,2356,2322,2336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Antrim,New Hampshire,2630,2640,2649,2631,2640,2659,2662,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Apache,Oklahoma,1540,1459,1454,1447,1440,1424,1426,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Apache Junction,Arizona,33225,36347,36986,36626,37274,38519,38506,,1,2,2,0,0,1,0,1,0,0,1,0,1,0,0, DNR,0,0,0,1,1,1,0,0,1,0,1,0,,
Apalachicola,Florida,2192,2261,2273,2269,2266,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Apex,North Carolina,35709,37951,39085,41356,43411,45593,47324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,,
Apollo,Pennsylvania,1598,1652,1640,1616,1612,1598,1577,,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,DNR,0,0,0, DNR,0,0,0,0,0,0, DNR, DNR,0,0,0,0,,
Apopka,Florida,40095,42108,43046,45397,46572,No Data,No Data,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Appalachia,Virginia,1719,1775,1778,1728,1720,1668,1655,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Apple Creek,Ohio,No Data,No Data,No Data,1173,1181,1182,1186,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0, DNR,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Apple Valley,California,71834,49463,49827,50262,50472,50832,51648,,0,2,0,0,0,DNR,DNR,0,0,0,0,DNR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Appleton,Wisconsin,70975,1423,73431,1368,1360,1344,1328,,0,0,1,0,DNR,DNR,DNR,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Appleton City,Missouri,1246,1131,1111,1081,1089,1085,1085,,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0, DNR, DNR,,
Aquinnah,Massachusetts,370,313,319,321,325,326,331,,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0, DNR,0,0,0,0,0,0,0,0,,
Arab,Alabama,8438,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Aragon,Georgia,1051,1265,1257,No Data,No Data,1227,1241,,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,0,0, DNR, DNR,,
Aransas Pass,Texas,8787,8377,8325,8316,8367,8534,8603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arbyrd,Missouri,473,511,510,504,502,490,482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,,
Arcade,Georgia,1908,1810,1829,1752,1755,1780,1801,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arcade Village,New York,1836,2080,2071,2053,2030,1989,1971,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arcadia,California,2325,2938,2952,2950,2982,2951,3004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arcanum,Ohio,1938,2131,2123,2098,2094,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Arcata,California,17172,17434,17408,17805,17748,17789,17913,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,
Archbald,Pennsylvania,6584,7006,6986,7111,7103,7093,6951,,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0, DNR, DNR, DNR,0,0,0,0, DNR,0,0,0,0,0,,
Archbold,Ohio,4430,4349,No Data,No Data,No Data,No Data,4342,,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Archdale,North Carolina,9344,11560,11580,11524,11588,11569,11593,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Archer City,Texas,1778,1873,1819,No Data,No Data,No Data,1737,,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Archie,Missouri,1036,1174,1178,1187,1188,1180,1205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arcola,Illinois,1252,1677,1724,1663,1637,1672,1679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
