agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Potsdam Village,Cities,NEW YORK,9744,24,3,1,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Pottawatomie,Metropolitan Counties,KANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottawattamie,Metropolitan Counties,IOWA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potter,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potter Township,Cities,PENNSYLVANIA,554,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Potterville,Cities,MICHIGAN,2619,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Pottsboro,Cities,TEXAS,2267,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottstown,Cities,PENNSYLVANIA,22719,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Pottsville,Cities,ARKANSAS,13703,23,4,1,0,0,DNR,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Poughkeepsie,Cities,NEW YORK,30262,12,0,16,3,2,1,1,3,0,1,1,0,0,1,0,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0
Poughkeepsie Town,Cities,NEW YORK,39222,17,0,11,1,3,0,0,1,1,0,0,0,2,0,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0
Poulan,Cities,GEORGIA,806,16,0,12,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
Poulsbo,Cities,WASHINGTON,10199,24,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pound,Cities,VIRGINIA,957,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,DNR,DNR,0,0,0,0
Pound Ridge Town,Cities,NEW YORK,5275,22,1,5,0,0,0,0,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poway,Cities,CALIFORNIA,50606,22,0,6,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Powder River,Nonmetropolitan Counties,Montana,No Data,7,0,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Powder Springs,Cities,GEORGIA,15004,22,5,1,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0
Powderly,Cities,KENTUCKY,729,26,1,1,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powell,Cities,OHIO,6491,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powells Crossroads,Cities,TENNESSEE,1327,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Power,Metropolitan Counties,IDAHO,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powers Lake,Cities,North Dakota,313,15,0,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poweshiek,Nonmetropolitan Counties,IOWA,No Data,21,2,5,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0
Powhatan,Metropolitan Counties,VIRGINIA,No Data,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Powhatan Point,Cities,OHIO,1569,24,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DNR,0,0,0
Poynette,Cities,WISCONSIN,2485,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prague,Cities,OKLAHOMA,2466,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie City,Cities,IOWA,1715,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie du Chien,Cities,WISCONSIN,5731,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie du Rocher,Cities,ILLINOIS,586,11,1,16,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Prairie Grove,Cities,ARKANSAS,5345,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie View,Cities,Texas,6538,11,0,17,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Village,Cities,KANSAS,21958,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairieville Township,Cities,MICHIGAN,3409,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pratt,Cities,KANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prattville,Cities,ALABAMA,35698,12,5,11,0,0,0,0,0,1,DNR,DNR,No Data,No Data,No Data,No Data,1,0,1,0,DNR,3,1,DNR,0,1,DNR,0,0,0,0,0
Preble,Metropolitan Counties,OHIO,No Data,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Premont,Cities,TEXAS,2660,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Prentiss,Nonmetropolitan Counties,MISSISSIPPI,No Data,1,3,24,DNR,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Prescott,Cities,ARIZONA,4197,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prescott Valley,Cities,ARIZONA,42900,20,3,5,0,0,0,0,1,DNR,0,0,1,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DNR,DNR
Presidio,Cities,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presque Isle,Nonmetropolitan Counties,MICHIGAN,9050,26,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston,Cities,IDAHO,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prestonsburg,Cities,KENTUCKY,3326,26,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Price,Cities,UTAH,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priceville,Cities,ALABAMA,3072,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Prichard,Cities,ALABAMA,27725,3,1,24,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Priest River,Cities,IDAHO,1761,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primera,Cities,TEXAS,4748,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Edward,Nonmetropolitan Counties,VIRGINIA,No Data,26,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George County Police Department,Metropolitan Counties,VIRGINIA,No Data,21,0,7,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Prince George's,Metropolitan Counties,MARYLAND,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's County Police Department,Metropolitan Counties,MARYLAND,No Data,22,0,6,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prince William County Police Department,Metropolitan Counties,VIRGINIA,No Data,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
Prince's Lakes,Cities,Indiana,1337,4,0,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Princess Anne,Cities,MARYLAND,3299,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton,Cities,KENTUCKY,1180,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton Township,Cities,NEW JERSEY,16384,11,0,17,0,0,0,0,0,0,0,0,0,0,0,3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Princeville,Cities,North Carolina,2005,8,0,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data
Prineville,Cities,OREGON,9595,7,0,21,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Pringle,Cities,PENNSYLVANIA,967,20,7,1,DNR,DNR,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Prior Lake,Cities,Minnesota,25767,9,2,17,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,0,DNR,DNR,0,0,0,0,0
Proctor,Cities,Minnesota,3070,15,4,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progreso,Cities,TEXAS,6003,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prophetstown,Cities,ILLINOIS,1999,14,1,13,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR,0,0,0,0,0,0,0,0
Prospect,Cities,Kentucky,1128,21,2,5,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0
Prospect Heights,Cities,ILLINOIS,16410,22,1,5,0,0,0,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prospect Park,Cities,NEW JERSEY,6486,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,DNR
Prosper,Cities,TEXAS,17634,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosperity,Cities,SOUTH CAROLINA,1204,26,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosser,Cities,WASHINGTON,5895,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,Cities,Kansas,521,1,2,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,1,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Providence,Cities,RHODE ISLAND,3042,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Provincetown,Cities,MASSACHUSETTS,2959,22,0,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
Provo,Cities,UTAH,115739,21,0,7,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prowers,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pryor,Cities,OKLAHOMA,9421,20,0,8,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data
Pryor Creek,Cities,Oklahoma,9455,3,0,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR
Pueblo,Cities,COLORADO,No Data,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pulaski,Metropolitan Counties,ARKANSAS,3552,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski Township,Cities,Pennsylvania,3370,8,0,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
"Pulaski Township, Lawrence County",Cities,PENNSYLVANIA,3323,18,1,9,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,DNR,0,0,0,0,0
Pulaski Village,Cities,NEW YORK,2299,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pullman,Cities,WASHINGTON,33456,15,0,13,0,1,2,1,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
Punta Gorda,Cities,FLORIDA,17305,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Punxsutawney,Cities,PENNSYLVANIA,5841,25,2,1,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Purcell,Cities,MISSOURI,6405,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purcellville,Cities,VIRGINIA,9547,23,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Purdy,Cities,MISSOURI,1103,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puryear,Cities,TENNESSEE,668,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushmataha,Nonmetropolitan Counties,OKLAHOMA,No Data,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Put-in-Bay,Cities,Ohio,136,2,1,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,0,0,0
Putnam,Nonmetropolitan Counties,OHIO,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puxico,Cities,MISSOURI,869,21,6,1,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,DNR,DNR,0,0,0,0,0,DNR,0,0,0,0,DNR,0
Puyallup,Cities,WASHINGTON,40167,17,0,11,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0
Pymatuning Township,Cities,PENNSYLVANIA,3158,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0
Quakertown,Cities,PENNSYLVANIA,8831,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Quantico,Cities,VIRGINIA,548,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quarryville,Cities,PENNSYLVANIA,2762,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Quartzsite,Cities,ARIZONA,3598,14,2,12,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
Quay,Nonmetropolitan Counties,NEW MEXICO,No Data,9,3,16,0,0,0,DNR,0,DNR,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Queen Anne's,Metropolitan Counties,MARYLAND,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen City,Cities,MISSOURI,1466,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinby,Cities,South Carolina,947,7,0,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Quincy,Cities,MASSACHUSETTS,7482,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinlan,Cities,TEXAS,1448,7,0,21,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Quinter,Cities,Kansas,955,6,13,9,No Data,No Data,No Data,No Data,DNR,0,DNR,DNR,No Data,No Data,No Data,No Data,0,DNR,DNR,0,DNR,DNR,DNR,0,0,DNR,DNR,DNR,0,DNR,DNR,0
Quitman,Cities,ARKANSAS,1830,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qulin,Cities,MISSOURI,452,22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,DNR,0,0,0
Quogue Village,Cities,NEW YORK,995,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabun,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raccoon Township,Cities,PENNSYLVANIA,2992,22,5,1,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,DNR,DNR,0,0,0,0,0
Raceland,Cities,KENTUCKY,2383,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Racine,Metropolitan Counties,WISCONSIN,82059,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radcliff,Cities,KENTUCKY,22346,20,0,8,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
Radford,Cities,VIRGINIA,17504,24,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Radnor Township,Cities,PENNSYLVANIA,31625,25,2,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Raeford,Cities,NORTH CAROLINA,4907,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragland,Cities,ALABAMA,2232,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Rahway,Cities,NEW JERSEY,29797,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow City,Cities,ALABAMA,9573,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainelle,Cities,West Virginia,1492,10,2,16,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,DNR,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Rainier,Cities,OREGON,1918,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Rains,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainsville,Cities,ALABAMA,5141,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Raisin Township,Cities,MICHIGAN,7577,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raleigh,Cities,NORTH CAROLINA,347,26,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralls,Nonmetropolitan Counties,MISSOURI,1890,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralpho Township,Cities,PENNSYLVANIA,4301,13,10,5,0,DNR,0,DNR,0,DNR,0,0,DNR,0,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,DNR,DNR,DNR,0,0,0,DNR,DNR
Ralston,Cities,NEBRASKA,6003,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramapo Town,Cities,NEW YORK,92620,15,1,12,1,2,1,3,0,1,1,0,1,0,0,0,0,0,DNR,1,0,0,0,0,0,0,0,0,1,1,1,0
Ramona,Cities,Oklahoma,544,4,0,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ramseur,Cities,NORTH CAROLINA,1703,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey,Cities,NEW JERSEY,14853,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranburne,Cities,ALABAMA,488,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Rancho Cordova,Cities,CALIFORNIA,72265,25,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rancho Cucamonga,Cities,CALIFORNIA,177089,19,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,2,1,1
Rancho Mirage,Cities,CALIFORNIA,18243,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rancho Palos Verdes,Cities,CALIFORNIA,42947,21,0,7,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0
Rancho Santa Margarita,Cities,CALIFORNIA,49606,25,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rancho Viejo,Cities,TEXAS,2502,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randall,Metropolitan Counties,TEXAS,No Data,25,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
