agencyName,agencyType,state,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Maggie Valley,Cities,NORTH CAROLINA,1273,1273,1242,1137,1157,1165,906,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnolia,Cities,ARKANSAS,1932,1728,1587,1490,1464,1422,1298,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magoffin,Nonmetropolitan Counties,KENTUCKY,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahanoy City,Cities,PENNSYLVANIA,No Data,4064,4092,4106,4146,4175,4359,,,,,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,No Data,No Data,No Data,No Data
Mahanoy Township,Cities,PENNSYLVANIA,3348,3390,3217,3246,3152,3162,3502,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,DNR
Mahaska,Nonmetropolitan Counties,IOWA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Mahnomen,Nonmetropolitan Counties,Minnesota,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,1,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,0
Mahomet,Cities,ILLINOIS,8216,8130,7843,7588,7285,No Data,6784,,,,,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahoning,Metropolitan Counties,Ohio,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
"Mahoning Township, Carbon County",Cities,PENNSYLVANIA,4211,4245,4265,4279,4304,4319,4493,,,,,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0
"Mahoning Township, Lawrence County",Cities,PENNSYLVANIA,2943,2969,2980,3014,3069,3093,3306,,,,,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,DNR,DNR,0,0,0,0,0,DNR
"Mahoning Township, Montour County",Cities,PENNSYLVANIA,4275,4281,4270,4212,4184,4184,4248,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,0
Mahwah Township,Cities,NEW JERSEY,26588,26601,26502,26292,26170,25976,24346,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maiden,Cities,NORTH CAROLINA,3379,3363,3346,3340,3340,3352,3521,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main Township,Cities,PENNSYLVANIA,1295,1311,1305,1305,1235,1240,1293,,,,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,DNR
Maineville,Cities,OHIO,992,983,1024,1014,986,976,1066,,,,,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,DNR,DNR,DNR,0,0,DNR,DNR,0,0,0,0,0,DNR,0,0,0,DNR
Maitland,Cities,FLORIDA,No Data,No Data,16643,16527,16295,15966,15489,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Maize,Cities,KANSAS,4564,4236,3915,3787,3455,3442,3477,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major,Nonmetropolitan Counties,OKLAHOMA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malakoff,Cities,TEXAS,2292,2308,2309,2327,2367,2373,2328,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malden,Cities,MASSACHUSETTS,4092,4162,4230,4248,4285,4291,4347,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malheur,Nonmetropolitan Counties,OREGON,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Malibu,Cities,CALIFORNIA,13030,13033,12912,12891,12854,12794,13078,,,,,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
Malin,Cities,Oregon,804,786,789,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,DNR,DNR,0,0,0,0,0,0,DNR,0,DNR
Malone Village,Cities,NEW YORK,5726,5803,5853,5881,5936,5938,5649,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Cities,Illinois,1150,1158,1154,1152,1159,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malvern,Cities,PENNSYLVANIA,3527,3557,3546,3041,3030,3008,3174,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,DNR,0,0,0,0,0
Malverne Village,Cities,NEW YORK,8579,8581,8549,8542,8593,8552,8785,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamaroneck Town,Cities,NEW YORK,12292,12264,12226,12146,12131,12031,11466,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamaroneck Village,Cities,NEW YORK,19460,19390,19309,19164,19170,19014,18309,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mammoth,Cities,ARIZONA,No Data,1476,No Data,1473,1473,1446,2618,,,,,0,0,1,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
Mammoth Lakes,Cities,CALIFORNIA,7891,7955,8033,8258,8373,8331,7413,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Mammoth Spring,Cities,Arkansas,968,960,980,979,985,984,No Data,,,,,No Data,No Data,No Data,No Data,DNR,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamou,Cities,LOUISIANA,No Data,3173,3171,3198,No Data,3272,3372,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,DNR,0,0,0,0,0,1,0,0,No Data,No Data,No Data,No Data
Manalapan,Cities,FLORIDA,No Data,No Data,435,434,417,412,345,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Manalapan Township,Cities,NEW JERSEY,40407,40238,40063,39313,39105,39001,40301,,,,,0,3,3,1,0,1,1,1,2,2,6,0,2,0,1,0,1,2,1,0,0,3,1,0,DNR,1,0,3
Manasquan,Cities,NEW JERSEY,5798,5731,5721,5860,5932,5917,6309,,,,,1,1,1,0,0,0,1,1,1,2,0,1,1,2,0,0,0,0,0,1,0,0,1,0,DNR,0,0,1
Manassas,Cities,VIRGINIA,42267,42977,42641,41512,39733,38273,36822,,,,,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0
Manassas Park,Cities,VIRGINIA,15912,15333,16618,16332,15501,14444,12275,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manatee,Metropolitan Counties,FLORIDA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Manawa,Cities,Wisconsin,1306,1314,1327,1336,1381,1377,No Data,,,,,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mancelona,Cities,MICHIGAN,1361,1368,1376,1379,1376,1389,1318,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,Cities,CONNECTICUT,4310,4295,10296,4323,4368,4396,4293,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Township,Cities,NEW JERSEY,43525,43661,43394,43013,43491,43213,42400,,,,,0,2,2,1,0,0,0,1,0,1,2,1,0,3,0,0,0,1,0,0,0,0,0,1,DNR,0,0,1
Manchester Village,Cities,NEW YORK,1656,1675,1671,1688,1727,1717,1411,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester-by-the-Sea,Cities,MASSACHUSETTS,5387,5387,5290,5255,5222,5167,5144,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mancos,Cities,COLORADO,1388,1387,1367,1343,1348,1359,1256,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandan,Cities,NORTH DAKOTA,22011,21448,20253,19168,18932,18640,19134,,,,,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
Mandeville,Cities,LOUISIANA,12423,12306,12251,12162,11777,11666,12825,,,,,0,DNR,DNR,DNR,DNR,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR
Mangonia Park,Cities,FLORIDA,No Data,No Data,1951,1940,1936,1914,1240,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Mangum,Cities,OKLAHOMA,2894,2949,2970,2897,2963,3042,2709,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,Cities,ILLINOIS,1656,1585,1581,1559,1564,1533,1712,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan Beach,Cities,CALIFORNIA,35955,36065,35872,35930,35719,35548,36803,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Manheim,Cities,PENNSYLVANIA,4871,4871,4867,4861,4907,4873,4680,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,0
Manheim Township,Cities,PENNSYLVANIA,39930,39614,39155,38857,38507,38255,36619,,,,,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Manistee,Cities,MICHIGAN,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manistique,Cities,MICHIGAN,2960,2956,2989,3031,3100,3095,2969,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manitou Springs,Cities,COLORADO,5397,5387,5300,5220,5184,5079,5169,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manitowoc,Nonmetropolitan Counties,WISCONSIN,No Data,No Data,No Data,33288,No Data,No Data,32640,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mankato,Cities,MINNESOTA,41300,40669,40959,40360,39782,39612,36921,,,,,4,2,5,3,0,DNR,DNR,1,3,2,DNR,DNR,0,2,2,2,1,1,0,0,0,5,5,1,0,0,2,3
Manlius Town,Cities,NEW YORK,24687,24549,24577,24461,24678,24657,24597,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mannford,Cities,OKLAHOMA,3131,3123,3073,3089,No Data,3109,2938,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manning,Cities,SOUTH CAROLINA,4023,4046,4082,4034,4118,4156,3855,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mannington,Cities,West Virginia,2079,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,0,0
Manor,Cities,PENNSYLVANIA,8200,7453,6700,6137,5313,5143,4107,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manor Township, Armstrong County",Cities,PENNSYLVANIA,4166,4216,4240,4235,4208,4240,3881,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,DNR
"Manor Township, Lancaster County",Cities,PENNSYLVANIA,20778,20625,20310,20106,19805,19675,20161,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,DNR,0,0,0,0,0
Mansfield,Cities,OHIO,65882,63684,61935,60179,58490,57554,49677,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mansfield Township, Burlington County",Cities,NEW JERSEY,8578,8567,8568,8652,8603,8572,8405,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Mansfield Township, Warren County",Cities,NEW JERSEY,7461,7489,7550,7551,7739,7751,8139,,,,,1,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Manteca,Cities,CALIFORNIA,77104,75019,73055,72261,68887,67885,67344,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,3,0
Manteo,Cities,NORTH CAROLINA,1401,1377,1373,1353,1465,1452,1503,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mantoloking,Cities,NEW JERSEY,244,250,253,297,299,297,461,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Manton,Cities,MICHIGAN,No Data,No Data,No Data,No Data,1288,1286,1145,,,,,0,0,0,0,0,0,1,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Mantua Township,Cities,NEW JERSEY,14939,15107,15105,15097,15334,15268,15414,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DNR,0,0,0
Manvel,Cities,TEXAS,8645,7752,6998,6381,5375,5288,6874,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manville,Cities,NEW JERSEY,10424,10394,10439,10412,10443,10378,10996,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Many,Cities,Louisiana,2778,2784,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,DNR
Manzanita,Cities,OREGON,627,617,617,607,605,604,851,,,,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maple Bluff,Cities,WISCONSIN,1344,1349,No Data,1352,1337,1319,1380,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Maple Grove,Cities,MINNESOTA,69783,68297,66354,65318,No Data,62042,64861,,,,,DNR,0,DNR,0,1,DNR,1,DNR,No Data,No Data,No Data,No Data,DNR,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Maple Hill,Cities,KANSAS,622,628,622,619,621,624,508,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,DNR,0,DNR
Maple Park,Cities,ILLINOIS,1307,1314,1311,1312,1316,1314,1352,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maple Shade Township,Cities,NEW JERSEY,18927,18944,19024,19291,19261,19195,19297,,,,,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maple Valley,Cities,WASHINGTON,26304,25741,25331,24644,23366,23040,21797,,,,,0,0,1,0,0,0,0,0,0,0,0,DNR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maplesville,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,706,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Mapleton,Cities,MINNESOTA,9479,9336,8970,8583,8309,8133,8495,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maplewood,Cities,MINNESOTA,7931,7945,7957,8009,8059,8075,8510,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maplewood Township,Cities,NEW JERSEY,24743,24815,24689,24230,24022,23946,21944,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maquoketa,Cities,IOWA,5961,5983,6044,6066,6148,6173,5823,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marana,Cities,ARIZONA,42808,41302,No Data,37469,35617,35456,34039,,,,,0,0,0,0,0,0,0,0,0,DNR,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Marathon,Metropolitan Counties,WISCONSIN,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marathon City,Cities,WISCONSIN,1513,No Data,1534,1528,1533,1531,1539,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0
Marble Falls,Cities,TEXAS,6323,6212,6140,6095,6222,6205,7765,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marble Hill,Cities,MISSOURI,1480,1514,1537,1502,1479,1482,1441,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marblehead,Cities,MASSACHUSETTS,885,892,889,899,902,904,831,,,,,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,DNR
Marceline,Cities,MISSOURI,2139,2135,2152,2171,2202,2241,2270,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcellus Village,Cities,NEW YORK,1765,1773,1783,1792,1823,1821,1792,,,,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Island,Cities,FLORIDA,No Data,No Data,17343,16942,16985,16637,15820,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Marcus Hook,Cities,PENNSYLVANIA,2397,2400,2396,2394,2403,2405,2249,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0
Marengo,Nonmetropolitan Counties,ALABAMA,2511,2511,2511,2485,"2,533",2541,2529,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0
Marenisco Township,Cities,MICHIGAN,1681,1706,1712,1730,1722,1726,1757,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margaret,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,1313,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Margate,Cities,FLORIDA,No Data,No Data,55982,55576,55010,54010,54478,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Margate City,Cities,NEW JERSEY,6214,6327,6339,6319,6380,6375,8612,,,,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marianna,Cities,ARKANSAS,3701,3815,9842,9706,6125,6185,6170,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maricopa,Cities,ARIZONA,No Data,No Data,45742, Nan,No Data,No Data,No Data,,,,,1,1,1,5,2,1,1,0,1,DNR,1,0,0,DNR,DNR,2,0,0,0,0,1,0,0,0,DNR,0,3,0
Mariemont,Cities,Ohio,3431,3383,3375,3379,3393,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,DNR,DNR,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0
Maries,Nonmetropolitan Counties,MISSOURI,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marietta,Cities,GEORGIA,2612,2608,2608,2589,2613,2596,2629,,,,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,0,0
Marin,Metropolitan Counties,CALIFORNIA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Marina,Cities,CALIFORNIA,21539,21094,20530,20426,20227,19950,17921,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Marine,Cities,Illinois,930,934,943,945,958,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine City,Cities,Michigan,4124,4147,4164,4153,4215,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinette,Cities,WISCONSIN,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion,Cities,ILLINOIS,1213,1226,1243,1239,No Data,1265,1165,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion Township,Cities,OHIO,2910,2887,2845,2805,913,2779,2901,,,,,DNR,0,0,DNR,DNR,DNR,DNR,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,0,0,0,DNR,DNR,0,0,DNR,0,DNR
"Marion Township, Beaver County",Cities,PENNSYLVANIA,899,901,905,912,No Data,916,883,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0
"Marion Township, Berks County",Cities,PENNSYLVANIA,1843,1850,1807,1768,No Data,1693,1827,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,DNR
Marionville,Cities,MISSOURI,2181,2174,2190,2207,2230,2233,2157,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,1,0,0
Mariposa,Nonmetropolitan Counties,CALIFORNIA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marissa,Cities,ILLINOIS,1833,1859,1878,No Data,No Data,1985,1965,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,1,0,0,0,0,0
Marked Tree,Cities,ARKANSAS,2489,2516,No Data,2526,2568,2585,2601,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,DNR,0,0,0,0,0,0
Markesan,Cities,WISCONSIN,1406,1416,1430,1458,1483,1482,1261,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marksville,Cities,LOUISIANA,No Data,5515,No Data,No Data,No Data,No Data,5690,,,,,DNR,DNR,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
