Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2,,,,
,,,Port of Seattle,0,0,0,2,,,,,
,West Virginia,Total,,,,,,,,,,
,,Cities,,,,,,,,,,
,,,Barboursville,0,1,0,1,4099,,,,
,,,Beckley,0,3,1,0,17593,,,,
,,,Buckhannon,1,0,0,0,5649,,,,
,,,Charleston,1,0,2,4,50919,,,,
,,,Dunbar,0,0,0,1,7834,,,,
,,,Fairmont,0,2,0,0,18740,,,,
,,,Huntington,1,2,5,0,49172,,,,
,,,Martinsburg,1,0,0,0,17589,,,,
,,,Morgantown,0,0,1,0,31406,,,,
,,,Moundsville,0,0,0,1,9130,,,,
,,,Oak Hill,0,6,8,0,7709,,,,
,,,Wellsburg,0,0,1,0,2760,,,,
,,Metropolitan Counties,,,,,,,,,,
,,,Brooke,1,1,2,0,,,,,
,,,Fayette,0,0,1,1,,,,,
,,,Hancock,0,0,1,1,,,,,
,,Nonmetropolitan Counties,,,,,,,,,,
,,,Harrison,0,0,2,2,,,,,
,,,McDowell,0,1,0,0,,,,,
,Wisconsin,Total,,,,,,,,,,
,,Cities,,,,,,,,,,
,,,Algoma,0,0,2,0,3143,,,,
,,,Appleton,0,2,0,0,73141,,,,
,,,Burlington,0,0,0,1,10502,,,,
,,,Fond du Lac,0,1,0,1,43042,,,,
,,,Green Bay,1,0,1,0,105107,,,,
,,,Janesville,0,1,1,0,63603,,,,
,,,La Crosse,0,1,1,0,51741,,,,
,,,Madison,3,5,2,2,242523,,,,
,,,Merrill,0,1,0,0,9427,,,,
,,,Milwaukee,1,3,4,1,600805,,,,
,,,Oak Creek,2,0,0,0,35046,,,,
,,,River Falls,2,0,0,0,15227,,,,
,,,Sparta,0,1,0,0,9623,,,,
,,,Wausau,1,0,0,0,39176,,,,
,,Universities and Colleges,,,,,,,,,,
,,,"University of Wisconsin, Platteville",3,0,0,0,8668,,,,
,,Metropolitan Counties,,,,,,,,,,
,,,Dane,1,0,0,0,,,,,
,,Nonmetropolitan Counties,,,,,,,,,,
,,,Burnett,0,0,0,1,,,,,
,,,Grant,0,1,0,0,,,,,
,,,Lincoln,1,0,0,0,,,,,
,,,Manitowoc,0,1,0,0,,,,,
,,,Oneida,0,1,0,0,,,,,
,Wyoming,Total,,,,,,,,,,
,,Cities,,,,,,,,,,
,,,Gillette,0,0,1,0,31884,,,,
,Alabama,Cities,Ashford,0,0,0,0,2177,,,,
,,,Ashland,0,0,0,0,1926,,,,
,,,Auburn,0,0,0,0,57970,,,,
,,,Berry,,0,,,1124,,,,
,,,Childersburg,0,0,0,0,5111,,,,
,,,Courtland,0,0,0,0,607,,,,
,,,Demopolis,0,0,0,0,7240,,,,
,,,Eclectic,0,0,0,0,1015,,,,
,,,Enterprise,0,0,0,0,28145,,,,
,,,Eutaw,0,0,0,0,2871,,,,
,,,Fairhope,0,0,0,0,16847,,,,
,,,Foley,0,0,0,0,15615,,,,
,,,Gadsden,0,0,0,0,36610,,,,
,,,Geneva,0,0,0,0,4501,,,,
,,,Glencoe,0,0,,,5222,,,,
,,,Guntersville,0,0,0,0,8388,,,,
,,,Hanceville,0,0,0,0,3173,,,,
,,,Huntsville,0,0,0,0,184738,,,,
,,,Irondale,0,0,0,0,12452,,,,
,,,Jasper,0,0,0,0,14185,,,,
,,,Lafayette,0,0,0,0,2982,,,,
,,,Level Plains,0,0,0,0,2092,,,,
,,,Midland City,0,0,0,0,2476,,,,
,,,Mobile,0,0,0,0,250557,,,,
,,,Muscle Shoals,0,0,0,0,13431,,,,
,,,Oneonta,0,0,0,0,6661,,,,
,,,Opp,0,0,0,0,6698,,,,
,,,Pelham,0,0,0,0,22199,,,,
,,,Rainbow City,0,0,0,0,9683,,,,
,,,Samson,0,0,0,0,1940,,,,
,,,Sardis City,0,0,0,0,1755,,,,
,,,Springville,0,0,0,0,4175,,,,
,,,Sweet Water,0,0,0,0,248,,,,
,,,Sylacauga,0,0,0,0,12762,,,,
,,,Tarrant,0,0,0,0,6323,,,,
,,,Taylor,0,0,0,0,2425,,,,
,,,Trussville,0,0,0,0,20235,,,,
,,Universities and Colleges,Bevill State Community College,0,0,0,0,3734,,,,
,,,Calhoun Community College,0,0,0,0,11177,,,,
,,,University of West Alabama,0,0,0,0,4943,,,,
,,Metropolitan Counties,Geneva,0,0,0,0,,,,,
,,,Lee,0,0,0,0,,,,,
,,,Montgomery,0,,0,0,,,,,
,,Nonmetropolitan Counties,Tallapoosa,0,0,0,0,,,,,
,Alaska,Cities,Bethel,0,0,0,0,6463,,,,
,,,Bristol Bay Borough,0,0,0,0,985,,,,
,,,Cordova,0,0,0,0,2273,,,,
,,,Craig,0,0,0,0,1263,,,,
,,,Dillingham,0,0,0,0,2438,,,,
,,,Fairbanks,0,0,0,0,32505,,,,
,,,Haines,0,0,0,0,2561,,,,
,,,Homer,0,0,0,0,5309,,,,
,,,Juneau,0,0,0,0,32946,,,,
,,,Kenai,0,0,0,0,7422,,,,
,,,Ketchikan,0,0,0,0,8305,,,,
,,,Kodiak,0,0,0,0,6564,,,,
,,,Kotzebue,0,0,0,0,3375,,,,
,,,Nome,0,0,0,0,3805,,,,
,,,North Pole,0,0,0,0,2236,,,,
,,,North Slope Borough,0,0,0,0,9674,,,,
,,,Palmer,0,0,0,0,6453,,,,
,,,Petersburg,0,0,0,0,2981,,,,
,,,Seward,0,0,0,0,2749,,,,
,,,Sitka,0,0,0,0,9093,,,,
,,,Skagway,0,0,0,0,956,,,,
,,,Soldotna,0,0,0,0,4418,,,,
,,,Unalaska,0,0,0,0,4340,,,,
,,,Valdez,0,0,0,0,4032,,,,
,,,Wasilla,0,0,0,0,8645,,,,
,,,Whittier,0,0,0,0,220,,,,
,,,Wrangell,0,0,0,0,2414,,,,
,,Universities and Colleges,University of Alaska:,,,,,,,,,
,,,    Anchorage,0,0,0,0,17497,,,,
,,,    Fairbanks,0,0,0,0,9223,,,,
,,State Police Agencies,State Troopers,0,0,0,0,,,,,
,,Other Agencies,Anchorage International Airport,0,0,0,0,,,,,
,,,Fairbanks International Airport,0,0,0,0,,,,,
,Arizona,Cities,Benson,0,0,0,0,5077,,,,
,,,Bisbee,0,0,0,0,5463,,,,
,,,Buckeye,0,0,0,0,55710,,,,
,,,Bullhead City,0,,0,,39577,,,,
,,,Camp Verde,0,0,0,0,10942,,,,
,,,Casa Grande,0,0,0,0,50058,,,,
,,,Chandler,0,0,0,0,248718,,,,
,,,Chino Valley,0,0,0,0,10850,,,,
,,,Clarkdale,0,0,0,0,4090,,,,
,,,Coolidge,0,0,0,,11820,,,,
,,,Cottonwood,0,0,0,0,11285,,,,
,,,Eloy,0,0,0,0,17602,,,,
,,,Fredonia,0,0,0,0,1318,,,,
,,,Globe,0,0,0,0,7414,,,,
,,,Holbrook,0,0,0,0,4988,,,,
,,,Huachuca City,0,0,0,0,1811,,,,
,,,Kingman,0,0,0,0,28400,,,,
,,,Lake Havasu City,0,0,0,0,52891,,,,
,,,Mammoth,0,0,0,0,1473,,,,
,,,Marana,0,,,,37469,,,,
,,,Miami,0,0,0,0,1793,,,,
,,,Nogales,0,0,0,0,20736,,,,
,,,Oro Valley,0,0,0,0,41493,,,,
,,,Page,0,0,0,0,7330,,,,
,,,Paradise Valley,,0,0,,13286,,,,
,,,Payson,0,0,0,0,15192,,,,
,,,Peoria,0,0,0,0,161641,,,,
,,,Pinetop-Lakeside,0,0,0,0,4266,,,,
,,,Prescott Valley,0,0,0,0,39209,,,,
,,,Quartzsite,0,0,0,0,3648,,,,
,,,Safford,0,0,0,0,9471,,,,
,,,Sahuarita,0,0,0,0,26535,,,,
,,,San Luis,0,0,0,0,28231,,,,
,,,Sedona,0,0,0,0,10036,,,,
,,,Show Low,0,0,0,0,10732,,,,
,,,Snowflake-Taylor,0,0,0,0,9651,,,,
,,,Somerton,0,0,0,0,15014,,,,
,,,South Tucson,0,0,0,0,5694,,,,
,,,Springerville,0,0,0,0,2009,,,,
,,,Surprise,0,0,0,0,122497,,,,
,,,Thatcher,0,0,0,0,4999,,,,
,,,Wickenburg,0,0,0,0,6583,,,,
,,,Willcox,0,0,0,0,3678,,,,
,,,Williams,0,0,0,0,3019,,,,
,,,Winslow,0,0,0,0,9326,,,,
,,Universities and Colleges,"Arizona State University, Main Campus",0,0,0,0,73378,,,,
,,,Central Arizona College,0,0,0,0,7018,,,,
,,,Pima Community College,0,0,0,0,32988,,,,
,,,Yavapai College,0,,,,8283,,,,
,,Metropolitan Counties,Coconino,0,0,0,0,,,,,
,,,Mohave,0,0,0,0,,,,,
,,,Pinal,0,0,0,0,,,,,
,,,Yavapai,0,0,0,0,,,,,
,,Nonmetropolitan Counties,Apache,0,0,0,0,,,,,
,,,Gila,0,0,,0,,,,,
,,,Graham,0,0,,,,,,,
,,,La Paz,0,0,0,0,,,,,
,,,Santa Cruz,0,0,0,0,,,,,
,,State Agencies,Arizona Department of Public Safety,0,0,0,0,,,,,
,,Other Agencies,Tucson Airport Authority,0,0,0,0,,,,,
,Arkansas,Cities,Alma,0,0,0,0,5484,,,,
,,,Arkadelphia,0,0,0,0,10829,,,,
,,,Arkansas City,0,0,0,0,346,,,,
,,,Ashdown,0,0,0,0,4616,,,,
,,,Ash Flat,0,0,0,0,1069,,,,
,,,Atkins,0,0,0,0,3036,,,,
,,,Augusta,0,,,,2149,,,,
,,,Austin,0,0,0,0,2701,,,,
,,,Bald Knob,0,0,0,0,2931,,,,
,,,Barling,0,0,0,0,4733,,,,
,,,Bay,0,0,0,0,1825,,,,
,,,Bearden,0,0,0,0,930,,,,
,,,Beebe,0,0,0,0,7744,,,,
,,,Bella Vista,0,0,0,0,27606,,,,
,,,Benton,0,0,0,0,32548,,,,
,,,Blytheville,0,0,0,0,15220,,,,
,,,Bono,0,0,0,0,2153,,,,
,,,Booneville,0,0,0,0,3922,,,,
,,,Bradford,0,0,0,0,768,,,,
,,,Brinkley,0,0,0,0,3024,,,,
,,,Brookland,0,0,0,0,1863,,,,
,,,Bryant,0,0,0,0,19366,,,,
,,,Bull Shoals,0,0,0,0,1975,,,,
,,,Caddo Valley,0,0,0,0,622,,,,
,,,Camden,0,0,0,0,11726,,,,
,,,Cammack Village,0,0,0,0,760,,,,
,,,Caraway,0,0,0,0,1279,,,,
,,,Carlisle,0,0,0,0,2210,,,,
,,,Cave City,0,0,0,0,1881,,,,
,,,Cave Springs,0,0,0,0,2060,,,,
,,,Centerton,0,0,0,0,10377,,,,
,,,Charleston,0,0,0,0,2532,,,,
,,,Cherokee Village,0,0,0,0,4613,,,,
,,,Clarendon,0,0,0,0,1576,,,,
,,,Clarksville,0,0,0,0,9319,,,,
,,,Clinton,0,0,0,0,2561,,,,
,,,Conway,0,0,0,0,64060,,,,
,,,Corning,0,0,0,0,3254,,,,
,,,Cotter,0,0,0,0,954,,,,
,,,Crossett,0,0,0,0,5383,,,,
,,,Danville,0,0,0,0,2370,,,,
,,,Dardanelle,0,0,0,0,4672,,,,
,,,Decatur,0,0,0,0,1766,,,,
,,,De Queen,0,0,0,0,6636,,,,
,,,Dermott,0,0,0,0,2775,,,,
,,,Des Arc,0,0,0,0,1657,,,,
,,,De Valls Bluff,0,0,0,0,591,,,,
,,,De Witt,0,0,0,0,3259,,,,
,,,Diaz,0,0,0,0,1274,,,,
,,,Dierks,,,0,0,1126,,,,
,,,Dover,0,0,0,0,1393,,,,
,,,Dumas,0,0,0,0,4481,,,,
,,,Dyer,0,0,0,0,867,,,,
,,,Earle,0,0,0,0,2342,,,,
,,,El Dorado,0,0,0,0,18375,,,,
,,,Elkins,0,0,0,,2794,,,,
,,,Etowah,0,0,0,0,342,,,,
,,,Eudora,0,0,0,0,2169,,,,
,,,Eureka Springs,0,0,,,2075,,,,
,,,Farmington,0,0,0,0,6230,,,,
,,,Fayetteville,0,0,0,0,77900,,,,
,,,Flippin,0,0,0,0,1343,,,,
,,,Fordyce,0,0,0,0,4218,,,,
,,,Forrest City,0,0,0,0,15184,,,,
,,,Gassville,0,0,0,0,2048,,,,
,,,Gentry,0,0,0,0,3341,,,,
,,,Glenwood,0,0,0,0,2218,,,,
,,,Gosnell,0,0,0,0,3455,,,,
,,,Gravette,0,0,0,0,2409,,,,
,,,Greenbrier,0,0,0,0,5082,,,,
,,,Green Forest,0,0,0,0,2768,,,,
,,,Greenland,0,0,0,0,1312,,,,
,,,Greenwood,0,0,0,0,9223,,,,
,,,Greers Ferry,0,0,0,0,881,,,,
,,,Guy,0,0,0,0,724,,,,
,,,Hamburg,0,0,0,0,2828,,,,
,,,Hampton,0,0,0,0,1306,,,,
,,,Hardy,0,0,0,0,763,,,,
,,,Harrisburg,0,0,0,0,2317,,,,
,,,Harrison,0,0,0,0,13234,,,,
,,,Heber Springs,0,0,0,0,7146,,,,
,,,Helena-West Helena,0,0,0,0,11591,,,,
,,,Highfill,0,0,0,0,620,,,,
,,,Highland,0,0,0,0,1031,,,,
,,,Hope,0,0,0,0,10020,,,,
,,,Horseshoe Bend,0,,,,2131,,,,
,,,Hot Springs,0,0,0,0,35551,,,,
,,,Hoxie,0,0,0,0,2690,,,,
,,,Jacksonville,0,0,0,0,28739,,,,
,,,Jonesboro,0,0,0,0,71114,,,,
,,,Judsonia,0,,,0,2055,,,,
,,,Keiser,0,,0,0,733,,,,
,,,Kensett,0,0,0,0,1682,,,,
,,,Lake City,0,0,0,0,2199,,,,
,,,Lakeview,0,0,0,0,727,,,,
,,,Lake Village,0,0,0,0,2482,,,,
,,,Lamar,0,0,0,0,1678,,,,
,,,Leachville,0,0,0,0,1941,,,,
,,,Lepanto,0,0,0,0,1861,,,,
,,,Lewisville,0,0,,,1244,,,,
,,,Lincoln,0,0,0,0,2345,,,,
,,,Little Flock,0,0,,0,2699,,,,
,,,Little Rock,0,0,0,0,197399,,,,
,,,Lonoke,0,0,0,0,4244,,,,
,,,Lowell,0,0,0,0,7832,,,,
,,,Luxora,0,0,0,0,1147,,,,
,,,Madison,0,0,0,0,746,,,,
,,,Magnolia,0,0,0,0,11682,,,,
,,,Malvern,0,0,0,0,10981,,,,
,,,Mammoth Spring,0,0,0,0,979,,,,
,,,Marianna,0,0,0,0,4035,,,,
,,,Marked Tree,0,,,,2526,,,,
,,,Marmaduke,0,0,0,0,1147,,,,
,,,Marvell,0,0,0,0,1112,,,,
,,,Maumelle,0,0,0,0,17686,,,,
,,,Mayflower,0,0,0,0,2336,,,,
,,,McCrory,0,0,0,0,1673,,,,
,,,McGehee,0,0,0,0,4024,,,,
,,,McRae,0,0,0,0,691,,,,
,,,Mena,0,0,0,0,5721,,,,
,,,Menifee,,0,0,0,302,,,,
,,,Mineral Springs,0,0,0,0,1200,,,,
,,,Monette,0,0,0,0,1502,,,,
,,,Monticello,0,0,0,0,9830,,,,
,,,Morrilton,0,0,0,0,6789,,,,
,,,Mountain Home,0,0,0,0,12246,,,,
,,,Mountain View,0,0,0,0,2838,,,,
,,,Mulberry,0,0,0,0,1634,,,,
,,,Murfreesboro,0,0,0,0,1635,,,,
,,,Nashville,0,0,0,0,4607,,,,
,,,Newport,0,0,0,0,7658,,,,
,,,Ola,0,0,0,0,1257,,,,
,,,Osceola,0,0,0,0,7494,,,,
,,,Ozark,0,0,0,0,3653,,,,
,,,Pangburn,0,0,0,0,607,,,,
,,,Paragould,0,0,0,0,27294,,,,
,,,Paris,0,0,0,0,3457,,,,
,,,Parkin,0,0,0,0,1079,,,,
,,,Pea Ridge,0,0,0,0,5006,,,,
,,,Perryville,0,0,0,0,1448,,,,
,,,Piggott,0,0,0,0,3751,,,,
,,,Plummerville,0,0,0,0,822,,,,
,,,Pocahontas,0,0,0,0,6592,,,,
,,,Pottsville,0,0,0,0,3064,,,,
,,,Prairie Grove,0,0,0,0,4737,,,,
,,,Quitman,0,0,0,0,752,,,,
,,,Ravenden,0,0,0,0,454,,,,
,,,Redfield,0,0,0,0,1428,,,,
,,,Rison,0,0,0,0,1329,,,,
,,,Rose Bud,0,0,0,0,487,,,,
,,,Russellville,0,0,0,0,28760,,,,
,,,Salem,0,0,0,0,1650,,,,
,,,Sheridan,0,0,0,0,4834,,,,
,,,Siloam Springs,0,0,0,0,15873,,,,
,,,Springdale,0,0,0,0,73939,,,,
,,,Stamps,0,0,0,0,1635,,,,
,,,Star City,0,0,0,0,2206,,,,
,,,Stuttgart,0,0,0,0,9263,,,,
,,,Swifton,0,0,0,0,773,,,,
,,,Texarkana,0,0,0,0,30074,,,,
,,,Trumann,0,0,0,0,7163,,,,
,,,Tuckerman,0,0,0,0,1798,,,,
,,,Van Buren,0,0,0,0,23063,,,,
,,,Vilonia,0,0,0,0,4202,,,,
,,,Waldron,0,0,0,0,3516,,,,
,,,Walnut Ridge,0,0,0,0,4714,,,,
,,,Ward,0,0,0,0,4454,,,,
,,,Warren,0,0,0,0,5947,,,,
,,,Weiner,0,,,,699,,,,
,,,West Fork,0,0,0,0,2426,,,,
,,,West Memphis,0,0,0,0,25500,,,,
,,,White Hall,0,0,0,0,5381,,,,
,,,Wynne,0,0,0,0,8323,,,,
,,Universities and Colleges,Arkansas State University:,,,,,,,,,
,,,Beebe,0,0,0,0,4643,,,,
,,,Jonesboro,0,0,0,0,13877,,,,
,,,Arkansas Tech University,0,0,0,0,10950,,,,
,,,Henderson State University,0,0,0,0,3773,,,,
,,,University of Arkansas:,,,,,,,,,
,,,Fayetteville,0,0,0,0,24537,,,,
,,,Little Rock,0,0,0,0,12872,,,,
,,,Medical Sciences,0,0,0,0,2809,,,,
,,,Monticello,0,0,0,0,3945,,,,
,,,University of Central Arkansas,0,0,0,0,11107,,,,
,,Metropolitan Counties,Benton,0,0,0,0,,,,,
,,,Cleveland,0,0,0,0,,,,,
,,,Craighead,0,0,0,0,,,,,
,,,Crittenden,0,0,0,0,,,,,
,,,Garland,0,0,0,0,,,,,
,,,Grant,0,0,0,0,,,,,
,,,Jefferson,0,0,0,0,,,,,
,,,Lincoln,0,0,0,0,,,,,
,,,Little River,0,0,0,0,,,,,
,,,Madison,0,0,0,0,,,,,
,,,Miller,0,0,0,0,,,,,
,,,Perry,0,0,0,0,,,,,
,,,Poinsett,0,0,0,0,,,,,
,,,Washington,0,0,0,0,,,,,
,,Nonmetropolitan Counties,Arkansas,0,0,0,0,,,,,
,,,Ashley,0,0,0,0,,,,,
,,,Baxter,0,0,0,0,,,,,
,,,Boone,0,0,0,0,,,,,
,,,Bradley,0,0,0,0,,,,,
,,,Calhoun,0,0,0,0,,,,,
,,,Carroll,0,0,0,0,,,,,
,,,Chicot,0,0,0,0,,,,,
,,,Clark,0,0,0,0,,,,,
,,,Clay,0,0,0,0,,,,,
,,,Cleburne,0,0,0,0,,,,,
,,,Columbia,0,0,0,0,,,,,
,,,Conway,0,0,0,0,,,,,
,,,Cross,0,0,0,0,,,,,
,,,Dallas,0,0,0,0,,,,,
,,,Drew,0,0,0,0,,,,,
,,,Franklin,0,0,0,0,,,,,
,,,Fulton,0,0,0,0,,,,,
,,,Hempstead,0,0,0,0,,,,,
,,,Howard,0,0,0,0,,,,,
,,,Independence,0,0,0,0,,,,,
,,,Izard,0,0,0,0,,,,,
,,,Jackson,0,,0,0,,,,,
,,,Johnson,0,0,0,0,,,,,
,,,Lawrence,0,0,0,0,,,,,
,,,Lee,0,0,0,0,,,,,
,,,Logan,0,0,0,0,,,,,
,,,Marion,0,0,0,0,,,,,
,,,Mississippi,0,0,0,0,,,,,
,,,Monroe,0,0,0,0,,,,,
,,,Montgomery,0,0,0,0,,,,,
,,,Nevada,0,0,0,0,,,,,
,,,Newton,0,0,0,0,,,,,
,,,Ouachita,0,0,0,0,,,,,
,,,Pike,0,0,0,0,,,,,
,,,Polk,0,0,0,0,,,,,
,,,Prairie,,,0,0,,,,,
,,,Randolph,0,0,0,0,,,,,
,,,Scott,0,0,0,0,,,,,
,,,Searcy,0,0,0,0,,,,,
,,,Sevier,0,0,0,0,,,,,
,,,St. Francis,0,0,0,0,,,,,
,,,Stone,0,0,0,0,,,,,
,,,Union,0,0,0,0,,,,,
,,,Van Buren,0,0,0,0,,,,,
,,,White,0,0,0,0,,,,,
,,,Yell,0,0,0,0,,,,,
,,State Agencies,Camp Robinson,0,0,0,0,,,,,
,,,State Capitol Police,0,0,0,0,,,,,
,California,Cities,Albany,0,0,0,0,19104,,,,
,,,Aliso Viejo,0,0,0,0,50005,,,,
,,,Alturas,0,0,0,0,2681,,,,
,,,American Canyon,0,0,0,0,20068,,,,
,,,Anaheim,0,0,0,0,345320,,,,
,,,Anderson,0,0,0,0,10098,,,,
,,,Apple Valley,0,0,0,0,71159,,,,
,,,Arcata,0,0,0,0,17805,,,,
,,,Arroyo Grande,0,0,0,0,17634,,,,
,,,Artesia,0,0,0,0,16734,,,,
,,,Arvin,0,0,0,0,20390,,,,
,,,Atherton,0,0,0,0,7278,,,,
,,,Avalon,0,0,0,0,3777,,,,
,,,Avenal,0,0,0,0,14712,,,,
,,,Barstow,0,0,0,0,23144,,,,
,,,Bear Valley,0,0,0,0,5328,,,,
,,,Beaumont,0,0,0,0,40208,,,,
,,,Bell,0,0,0,0,35928,,,,
,,,Bellflower,0,0,0,0,77594,,,,
,,,Bell Gardens,0,0,0,0,42980,,,,
,,,Belmont,0,0,0,0,26697,,,,
,,,Belvedere,0,0,0,0,2120,,,,
,,,Benicia,0,0,0,0,27558,,,,
,,,Big Bear Lake,0,0,0,0,5144,,,,
,,,Biggs,0,0,0,0,1711,,,,
,,,Bishop,0,0,0,0,3861,,,,
,,,Blythe,0,0,0,0,20629,,,,
,,,Bradbury,0,0,0,0,1080,,,,
,,,Brawley,0,0,0,0,25753,,,,
,,,Brea,0,0,0,0,40600,,,,
,,,Brisbane,0,0,0,0,4429,,,,
,,,Broadmoor,0,0,0,0,4301,,,,
,,,Buellton,0,0,0,0,4927,,,,
,,,Burlingame,0,0,0,0,29936,,,,
,,,Calexico,0,0,0,0,39527,,,,
,,,California City,0,0,0,0,13339,,,,
,,,Calimesa,0,0,0,0,8118,,,,
,,,Calistoga,0,0,0,0,5223,,,,
,,,Canyon Lake,0,0,0,0,10944,,,,
,,,Capitola,0,0,0,0,10038,,,,
,,,Carmel,0,0,0,0,3833,,,,
,,,Carpinteria,0,0,0,0,13287,,,,
,,,Cathedral City,0,0,0,0,53064,,,,
,,,Central Marin,0,0,0,0,34105,,,,
,,,Ceres,0,0,0,0,45876,,,,
,,,Chino Hills,0,0,0,0,76943,,,,
,,,Chowchilla,0,0,0,0,17696,,,,
,,,City of Angels,0,0,0,0,3729,,,,
,,,Clayton,0,0,0,0,11439,,,,
,,,Cloverdale,0,0,0,0,8718,,,,
,,,Coachella,0,0,0,0,43330,,,,
,,,Coalinga,0,0,0,0,16398,,,,
,,,Colma,0,0,0,0,1481,,,,
,,,Colusa,0,0,0,0,5957,,,,
,,,Commerce,0,0,0,0,12995,,,,
,,,Corning,0,0,0,0,7631,,,,
,,,Cotati,0,0,0,0,7388,,,,
,,,Crescent City,0,0,0,0,7333,,,,
,,,Cudahy,0,0,0,0,24091,,,,
,,,Culver City,0,0,0,0,39452,,,,
,,,Danville,0,0,0,0,43411,,,,
,,,Delano,0,0,0,0,52210,,,,
,,,Del Mar,0,0,0,0,4290,,,,
,,,Del Rey Oaks,0,0,0,0,1673,,,,
,,,Desert Hot Springs,0,0,0,0,27936,,,,
,,,Diamond Bar,0,0,0,0,56619,,,,
,,,Dinuba,0,0,0,0,23440,,,,
,,,Dixon,0,0,0,0,18743,,,,
,,,Dorris,0,0,0,0,910,,,,
,,,Dos Palos,0,0,0,0,5071,,,,
,,,Downey,0,0,0,0,113222,,,,
,,,Dublin,0,0,0,0,49789,,,,
,,,Dunsmuir,0,0,0,0,1589,,,,
,,,East Palo Alto,0,0,0,0,29086,,,,
,,,Eastvale,0,0,0,0,54882,,,,
,,,El Centro,0,0,0,0,43249,,,,
,,,El Segundo,0,0,0,0,16911,,,,
,,,Escalon,0,0,0,0,7304,,,,
,,,Etna,0,0,0,0,721,,,,
,,,Exeter,0,0,0,0,10506,,,,
,,,Fairfax,0,0,0,0,7563,,,,
,,,Farmersville,0,0,0,0,10786,,,,
,,,Ferndale,0,0,0,0,1364,,,,
,,,Fillmore,0,0,0,0,15206,,,,
,,,Firebaugh,0,0,0,0,8062,,,,
,,,Folsom,0,0,0,0,73782,,,,
,,,Fort Bragg,0,0,0,0,7245,,,,
,,,Fort Jones,0,0,0,0,823,,,,
,,,Fortuna,0,0,0,0,11803,,,,
,,,Fountain Valley,0,0,0,0,56805,,,,
,,,Fowler,0,0,0,0,6038,,,,
,,,Fremont,0,0,0,0,224475,,,,
,,,Gardena,0,0,0,0,59703,,,,
,,,Goleta,0,0,0,0,30401,,,,
,,,Gonzales,0,0,0,0,8428,,,,
,,,Grand Terrace,0,0,0,0,12364,,,,
,,,Grass Valley,0,0,0,0,12792,,,,
,,,Greenfield,0,0,0,0,16922,,,,
,,,Grover Beach,0,0,0,0,13398,,,,
,,,Guadalupe,0,0,0,0,7205,,,,
,,,Gustine,0,0,0,0,5655,,,,
,,,Hawthorne,0,0,0,0,86132,,,,
,,,Hemet,0,0,0,0,81698,,,,
,,,Hermosa Beach,0,0,0,0,19858,,,,
,,,Hesperia,0,0,0,0,92621,,,,
,,,Hidden Hills,0,0,0,0,1905,,,,
,,,Highland,0,0,0,0,54462,,,,
,,,Hillsborough,0,0,0,0,11245,,,,
,,,Hollister,0,0,0,0,36414,,,,
,,,Hughson,0,0,0,0,6898,,,,
,,,Huntington Park,0,0,0,0,58852,,,,
,,,Huron,0,0,0,0,6812,,,,
,,,Imperial,0,0,0,0,15943,,,,
,,,Indian Wells,0,0,0,0,5174,,,,
,,,Indio,0,0,0,0,80243,,,,
,,,Industry,0,0,0,0,223,,,,
,,,Inglewood,0,0,0,0,111672,,,,
,,,Ione,0,0,0,0,7160,,,,
,,,Irwindale,0,0,0,0,1440,,,,
,,,Isleton,0,0,0,0,817,,,,
,,,Jackson,0,0,0,0,4549,,,,
,,,Kensington,0,0,0,0,5230,,,,
,,,Kerman,0,0,0,0,14543,,,,
,,,King City,0,0,0,0,13260,,,,
,,,Kingsburg,0,0,0,0,11651,,,,
,,,La Canada Flintridge,0,0,0,0,20572,,,,
,,,Lafayette,0,0,0,0,24829,,,,
,,,Laguna Hills,0,0,0,0,31134,,,,
,,,Laguna Niguel,0,0,0,0,64894,,,,
,,,Laguna Woods,0,0,0,0,16584,,,,
,,,La Habra Heights,0,0,0,0,5437,,,,
,,,Lakeport,0,0,0,0,4674,,,,
,,,Lake Shastina,0,0,0,0,2482,,,,
,,,La Mesa,0,0,0,0,58482,,,,
,,,La Palma,0,0,0,0,15950,,,,
,,,La Puente,0,0,0,0,40415,,,,
,,,La Verne,0,0,0,0,31439,,,,
,,,Lawndale,0,0,0,0,33234,,,,
,,,Lincoln,0,0,0,0,44831,,,,
,,,Lindsay,0,0,0,0,13208,,,,
,,,Livingston,0,0,0,0,13683,,,,
,,,Loma Linda,0,0,0,0,23701,,,,
,,,Lompoc,0,0,0,0,43581,,,,
,,,Los Altos,0,0,0,0,30225,,,,
,,,Los Altos Hills,0,0,0,0,8300,,,,
,,,Los Banos,0,0,0,0,36965,,,,
,,,Madera,0,0,0,0,62973,,,,
,,,Mammoth Lakes,0,0,0,0,8258,,,,
,,,Marina,0,0,0,0,20426,,,,
,,,Martinez,0,0,0,0,36910,,,,
,,,Marysville,0,0,0,0,12168,,,,
,,,Maywood,0,0,0,0,27744,,,,
,,,McFarland,0,0,0,0,12288,,,,
,,,Mendota,0,0,0,0,11472,,,,
,,,Menifee,0,0,0,0,82634,,,,
,,,Menlo Park,0,0,0,0,33146,,,,
,,,Merced,0,0,0,0,81329,,,,
,,,Mill Valley,0,0,0,0,14239,,,,
